stock,act_day,act,target_price,sell_day,T2-sell,gain_percent,act_low,act_high,buy,at_price,EPOCH_R,sell,selling_price
sh600030,2021-01-05,buy,28.570804595947266,2021-01-06,29.45520009040833,0.03,0,0,0,0,100,0.0,0.0
sh600600,2021-01-05,buy,99.7955093383789,2021-01-06,104.94325092315674,0.05,0,0,0,0,100,0.0,0.0
sh600648,2021-01-05,buy,13.66047191619873,2021-01-06,14.052816896438598,0.03,0,0,1400,13.66,100,0.0,0.0
sh600585,2021-01-05,buy,51.29924774169922,2021-01-06,52.514011192321775,0.02,0,0,0,0,100,0.0,0.0
sh600529,2021-01-05,buy,48.24222183227539,2021-01-06,49.70315061569214,0.03,0,0,0,0,100,0.0,0.0
sh600587,2021-01-05,buy,14.068670272827148,2021-01-06,14.449601917266845,0.03,0,0,0,0,100,0.0,0.0
sh600685,2021-01-05,buy,27.13333511352539,2021-01-06,29.577045307159423,0.09,0,0,0,0,100,0.0,0.0
sh600058,2021-01-05,buy,7.279135227203369,2021-01-06,7.684093735218048,0.06,0,0,0,0,100,0.0,0.0
sh600547,2021-01-05,buy,24.262256622314453,2021-01-06,24.93842107772827,0.03,0,0,0,0,100,0.0,0.0
sh600030,2021-01-05,buy,27.59052085876465,2021-01-06,28.506051225662237,0.03,0,0,0,0,100,0.0,0.0
sh600685,2021-01-05,buy,22.998912811279297,2021-01-06,23.882273578643797,0.04,0,0,0,0,100,0.0,0.0
sh600600,2021-01-05,buy,98.33309173583984,2021-01-06,105.68112777709959,0.07,0,0,0,0,100,0.0,0.0
sh600648,2021-01-05,buy,13.789770126342773,2021-01-06,14.300374121665955,0.04,0,0,0,0,100,0.0,0.0
sh600585,2021-01-05,buy,50.48929977416992,2021-01-06,51.91966205596924,0.03,0,0,0,0,100,0.0,0.0
sh600529,2021-01-05,buy,47.66279983520508,2021-01-06,50.33764226913452,0.06,0,0,0,0,100,0.0,0.0
sh600587,2021-01-05,buy,14.815902709960938,2021-01-06,15.411126413345336,0.04,0,0,0,0,100,0.0,0.0
sh600058,2021-01-05,buy,6.829099178314209,2021-01-06,7.042507112026215,0.03,0,0,0,0,100,0.0,0.0
sh600547,2021-01-05,buy,23.180543899536133,2021-01-06,23.660058784484864,0.02,0,0,0,0,100,0.0,0.0
