stock,fc_date,future_days,future_high,reachability,0.5%_off,uptonow_epochs
sh999999,2020-12-29,2,29.887493133544922,71.01,76.91,3906
sh999999,2020-12-29,2,29.76189994812012,39.14,48.93,3936
sh999999,2020-12-29,2,30.326948165893555,57.64,65.15,3966
sh999999,2020-12-29,2,31.277088165283203,69.44,74.8,3996
sh999999,2020-12-29,2,31.795284271240234,59.12,66.49,4026
sh999999,2020-12-29,2,31.209028244018555,69.17,76.54,4056
sh999999,2020-12-29,2,31.50678825378418,56.76,65.33,4086
sh999999,2020-12-29,2,30.85625457763672,54.35,65.33,4116
sh999999,2020-12-29,2,30.68420600891113,71.89,79.12,4146
sh999999,2020-12-29,2,30.60641098022461,69.21,76.84,4176
sh999999,2020-12-29,2,30.001012802124023,65.06,73.76,4206
sh999999,2020-12-29,2,29.395109176635746,52.27,61.23,4236
sh999999,2020-12-29,2,29.089200973510746,57.49,65.24,4266
sh999999,2020-12-29,2,29.265703201293945,56.82,66.44,4296
sh999999,2020-12-29,2,29.286808013916016,76.34,80.48,4326
sh999999,2020-12-29,2,29.16478538513184,55.08,64.44,4356
sh999999,2020-12-29,2,29.263002395629893,74.46,79.3,4386
sh999999,2020-12-29,2,29.82646560668945,50.4,59.41,4416
sh999999,2020-12-29,2,29.40990257263184,52.96,63.17,4446
sh999999,2020-12-29,2,29.707542419433594,35.17,45.5,4476
sh999999,2020-12-29,2,29.39107894897461,40.94,53.15,4506
sh999999,2020-12-29,2,30.419639587402344,57.45,66.71,4536
sh999999,2020-12-29,2,30.316852569580078,67.38,73.42,4566
sh999999,2020-12-29,2,29.81583595275879,65.91,72.62,4596
sh999999,2020-12-29,2,29.92081069946289,53.35,61.13,4626
sh999999,2020-12-29,2,30.171632766723643,29.49,40.08,4656
sh999999,2020-12-29,2,31.35311317443848,71.31,77.61,4686
sh999999,2020-12-29,2,31.799110412597656,58.04,66.22,4716
sh999999,2020-12-29,2,31.08647537231445,67.16,75.07,4746
sh999999,2020-12-29,2,31.49339485168457,63.32,71.89,4776
sh999999,2020-12-29,2,30.811582565307607,53.95,64.52,4806
sh999999,2020-12-29,2,30.66325569152832,70.15,77.11,4836
sh999999,2020-12-29,2,30.69062805175781,57.03,66.13,4866
sh999999,2020-12-29,2,29.952678680419922,63.99,72.96,4896
sh999999,2020-12-29,2,29.72224426269531,73.26,79.01,4926
sh999999,2020-12-29,2,29.210731506347656,66.44,72.86,4956
sh999999,2020-12-29,2,29.32489776611328,53.48,63.37,4986
sh999999,2020-12-29,2,28.87813377380371,60.43,69.65,5016
sh999999,2020-12-29,2,29.24625587463379,61.1,69.39,5046
sh999999,2020-12-29,2,29.600940704345703,57.54,66.89,5076
sh999999,2020-12-29,2,29.393409729003906,52.96,61.83,5106
sh999999,2020-12-29,2,29.46647644042969,42.74,57.39,5136
sh999999,2020-12-29,2,29.36314392089844,73.39,78.63,5166
sh999999,2020-12-29,2,29.56070709228516,58.2,68.28,5196
sh999999,2020-12-29,2,29.61824035644531,60.22,69.49,5226
sh999999,2020-12-29,2,29.46252250671387,36.51,49.4,5256
sh999999,2020-12-29,2,29.46882247924805,65.77,72.89,5286
sh999999,2020-12-29,2,30.44520378112793,64.3,72.35,5316
sh999999,2020-12-29,2,30.31806182861328,68.19,74.77,5346
sh999999,2020-12-29,2,29.73905944824219,45.23,55.03,5376
sh999999,2020-12-29,2,29.6616153717041,44.91,56.43,5406
sh999999,2020-12-29,2,30.14226531982422,29.76,40.48,5436
sh999999,2020-12-29,2,29.44641494750977,58.2,68.68,5466
sh999999,2020-12-29,2,29.640586853027344,56.59,66.8,5496
sh999999,2020-12-29,2,29.47491836547852,61.96,68.82,5526
sh999999,2020-12-29,2,29.59333419799805,39.87,50.34,5556
sh999999,2020-12-29,2,29.55908203125,67.38,74.09,5586
sh999999,2020-12-29,2,30.44928741455078,62.68,72.08,5616
sh999999,2020-12-29,2,30.389318466186523,52.62,62.15,5646
sh999999,2020-12-29,2,29.7869873046875,47.92,59.87,5676
sh999999,2020-12-29,2,29.675880432128906,46.25,57.91,5706
sh999999,2020-12-29,2,30.14073944091797,45.71,57.37,5736
sh999999,2020-12-29,2,31.33485412597656,70.64,76.94,5766
sh999999,2020-12-29,2,31.93628692626953,55.9,64.88,5796
sh999999,2020-12-29,2,31.12328338623047,65.42,71.98,5826
sh999999,2020-12-29,2,31.413434982299805,58.23,67.47,5856
sh999999,2020-12-29,2,30.79204750061035,56.63,66.53,5886
sh999999,2020-12-29,2,29.59076499938965,44.35,52.69,5946
sh999999,2020-12-29,2,29.60475730895996,64.11,70.97,6006
sh999999,2020-12-29,2,29.391361236572266,60.62,69.49,6066
sh999999,2020-12-29,2,29.471025466918945,33.29,46.58,6126
sh999999,2020-12-29,2,29.754207611083984,58.26,68.59,6186
sh999999,2020-12-29,2,30.18483924865723,62.15,70.74,6246
sh999999,2020-12-29,2,30.13082695007324,33.15,44.56,6306
sh999999,2020-12-29,2,29.720739364624023,61.34,68.59,6366
sh999999,2020-12-29,2,29.56220054626465,51.21,61.66,6426
sh999999,2020-12-29,2,30.063934326171875,67.29,74.26,6486
sh999999,2020-12-29,2,31.19911956787109,60.86,69.44,6546
sh999999,2020-12-29,2,31.93691253662109,54.29,63.0,6606
sh999999,2020-12-29,2,31.36405944824219,45.17,54.69,6666
sh999999,2020-12-29,2,31.161237716674805,49.4,59.44,6726
sh999999,2020-12-29,2,30.87853240966797,55.69,64.39,6786
sh999999,2020-12-29,2,30.41180229187012,60.78,69.48,6846
sh999999,2020-12-29,2,30.50346565246582,55.96,65.6,6906
sh999999,2020-12-29,2,29.87391662597656,52.61,62.65,6966
sh999999,2020-12-29,2,29.532062530517567,55.35,66.18,7026
sh999999,2020-12-29,2,28.979572296142567,58.42,66.44,7086
sh999999,2020-12-29,2,29.302204132080078,48.66,59.76,7146
sh999999,2020-12-29,2,28.71810340881348,57.89,67.78,7206
sh999999,2020-12-29,2,29.29635429382324,47.04,58.74,7236
sh999999,2020-12-29,2,29.5584774017334,40.86,50.81,7266
sh999999,2020-12-29,2,29.41208839416504,68.01,74.19,7296
sh999999,2020-12-29,2,29.248046875,41.94,52.55,7326
sh999999,2020-12-29,2,29.5494441986084,49.46,60.62,7356
sh999999,2020-12-29,2,29.63946533203125,52.42,62.37,7386
sh999999,2020-12-29,2,29.43036651611328,41.74,52.89,7416
sh999999,2020-12-29,2,29.82093811035156,71.68,77.05,7446
sh999999,2020-12-29,2,30.29756736755371,64.7,72.21,7476
sh999999,2020-12-29,2,29.258270263671875,46.37,58.33,7506
sh999999,2020-12-29,2,29.60118865966797,45.03,57.39,7536
sh999999,2020-12-29,2,29.452037811279297,58.06,68.41,7566
sh999999,2020-12-29,2,29.98560333251953,69.26,77.72,7596
sh999999,2020-12-29,2,29.838165283203125,69.4,75.84,7626
sh999999,2020-12-29,2,30.308629989624023,64.83,72.08,7656
sh999999,2020-12-29,2,30.159351348876953,61.34,69.26,7686
sh999999,2020-12-29,2,29.75558280944824,52.48,60.67,7716
sh999999,2020-12-29,2,29.78576469421387,58.85,68.36,7746
sh999999,2020-12-29,2,30.44027328491211,64.61,71.45,7776
sh999999,2020-12-29,2,31.366193771362305,75.2,80.16,7806
sh999999,2020-12-29,2,32.030284881591804,56.57,65.15,7836
sh999999,2020-12-29,2,31.06830978393555,58.71,67.96,7866
sh999999,2020-12-29,2,31.12027359008789,66.8,74.7,7896
sh999999,2020-12-29,2,30.45134925842285,36.41,48.86,7926
sh999999,2020-12-29,2,30.36993408203125,52.48,63.19,7956
sh999999,2020-12-29,2,30.58751678466797,58.9,68.27,7986
sh999999,2020-12-29,2,30.028898239135746,68.67,76.04,8016
sh999999,2020-12-29,2,29.721330642700195,64.71,72.59,8046
sh999999,2020-12-29,2,29.113243103027344,64.97,71.39,8076
sh999999,2020-12-29,2,29.49079895019531,69.65,75.4,8106
sh999999,2020-12-29,2,16.306388854980472,64.09,71.27,8136
sh999999,2020-12-29,2,15.971755027770994,51.38,61.74,8166
sh999999,2020-12-29,2,16.126792907714847,66.34,74.07,8196
sh999999,2020-12-29,2,15.859068870544435,56.0,63.86,8226
sh999999,2020-12-29,2,15.58661937713623,45.38,53.79,8256
sh999999,2020-12-29,2,15.64384937286377,45.66,57.79,8286
sh999999,2020-12-29,2,15.783352851867676,50.76,63.31,8316
sh999999,2020-12-29,2,15.616819381713867,63.5,72.31,8346
sh999999,2020-12-29,2,15.585028648376465,70.39,76.58,8376
sh999999,2020-12-29,2,15.181198120117188,38.15,51.24,8406
sh999999,2020-12-29,2,15.283018112182615,57.71,68.04,8436
sh999999,2020-12-29,2,15.447867393493652,47.66,57.16,8466
sh999999,2020-12-29,2,15.429790496826172,62.04,70.15,8496
sh999999,2020-12-29,2,15.792428970336914,62.04,70.7,8526
sh999999,2020-12-29,2,15.56687068939209,57.63,68.23,8556
sh999999,2020-12-29,2,15.400296211242676,62.17,70.43,8586
sh999999,2020-12-29,2,15.523343086242676,66.57,74.42,8616
sh999999,2020-12-29,2,14.97499179840088,52.47,63.6,8646
sh999999,2020-12-29,2,15.196948051452635,52.2,63.87,8676
sh999999,2020-12-29,2,16.317962646484375,63.46,71.29,8706
sh999999,2020-12-29,2,15.973712921142578,51.92,62.36,8736
sh999999,2020-12-29,2,15.701386451721193,57.83,68.54,8766
sh999999,2020-12-29,2,15.610983848571776,70.1,77.91,8796
sh999999,2020-12-29,2,15.467514038085938,48.7,58.3,8826
sh999999,2020-12-29,2,15.109748840332033,51.58,63.65,8856
sh999999,2020-12-29,2,15.254138946533205,60.22,69.82,8886
sh999999,2020-12-29,2,15.524277687072756,51.03,60.63,8916
sh999999,2020-12-29,2,15.448389053344727,63.84,72.33,8946
sh999999,2020-12-29,2,14.93388843536377,55.48,65.48,8976
sh999999,2020-12-29,2,16.402050018310547,67.27,75.14,9006
sh999999,2020-12-29,2,16.032245635986328,60.64,69.75,9036
sh999999,2020-12-29,2,16.081275939941403,56.69,66.07,9066
sh999999,2020-12-29,2,15.888306617736815,60.41,68.55,9096
sh999999,2020-12-29,2,15.69055461883545,57.52,66.34,9126
sh999999,2020-12-29,2,15.69548511505127,55.17,64.14,9156
sh999999,2020-12-29,2,15.814205169677734,54.9,65.24,9186
sh999999,2020-12-29,2,15.568791389465332,66.53,74.38,9216
sh999999,2020-12-29,2,15.527680397033693,57.85,68.18,9246
sh999999,2020-12-29,2,15.363951683044435,55.65,66.25,9276
sh999999,2020-12-29,2,15.416486740112305,69.7,77.0,9306
sh999999,2020-12-29,2,15.55217170715332,51.65,63.09,9336
sh999999,2020-12-29,2,15.52982234954834,66.99,74.42,9366
sh999999,2020-12-29,2,15.725885391235352,50.62,61.35,9396
sh999999,2020-12-29,2,15.548404693603516,58.87,68.36,9426
sh999999,2020-12-29,2,15.341411590576172,48.97,60.11,9456
sh999999,2020-12-29,2,15.46602725982666,66.57,74.42,9486
sh999999,2020-12-29,2,15.07511043548584,60.85,70.6,9516
sh999999,2020-12-29,2,15.282184600830078,66.35,74.73,9546
sh999999,2020-12-29,2,16.224502563476562,57.83,66.07,9576
sh999999,2020-12-29,2,16.056468963623047,65.38,74.04,9606
sh999999,2020-12-29,2,15.71417236328125,59.34,70.05,9636
sh999999,2020-12-29,2,15.574263572692873,67.9,75.45,9666
sh999999,2020-12-29,2,15.63059902191162,69.14,75.99,9696
sh999999,2020-12-29,2,15.10145378112793,52.4,64.06,9726
sh999999,2020-12-29,2,15.303420066833494,63.79,72.84,9756
sh999999,2020-12-29,2,15.601473808288574,52.81,65.98,9786
sh999999,2020-12-29,2,15.395390510559082,55.48,66.3,9816
sh999999,2020-12-29,2,15.055727005004885,59.59,67.95,9846
sh999999,2020-12-29,2,16.324438095092773,59.53,69.2,9861
sh999999,2020-12-29,2,15.978283882141113,58.29,67.68,9876
sh999999,2020-12-29,2,16.05671501159668,55.45,66.62,9891
sh999999,2020-12-29,2,15.845451354980467,57.38,66.9,9906
sh999999,2020-12-29,2,15.657190322875975,52.97,63.59,9921
sh999999,2020-12-29,2,15.640040397644045,51.31,60.28,9936
sh999999,2020-12-29,2,15.863980293273926,56.97,68.41,9951
sh999999,2020-12-29,2,15.69860553741455,73.42,78.51,9966
sh999999,2020-12-29,2,15.521197319030762,61.98,73.0,9981
sh999999,2020-12-29,2,15.40908145904541,59.78,69.28,9996
sh999999,2020-12-29,2,15.305317878723145,68.32,76.72,10011
sh999999,2020-12-29,2,15.511067390441895,64.05,72.18,10026
sh999999,2020-12-29,2,15.523599624633787,67.81,75.79,10041
sh999999,2020-12-29,2,15.767084121704102,51.58,62.86,10056
sh999999,2020-12-29,2,15.524660110473633,57.36,69.19,10071
sh999999,2020-12-29,2,15.398703575134276,56.26,66.85,10086
sh999999,2020-12-29,2,15.425525665283205,65.47,74.97,10101
sh999999,2020-12-29,2,15.047712326049805,58.38,67.17,10116
sh999999,2020-12-29,2,15.188577651977539,58.93,67.45,10131
sh999999,2020-12-29,2,16.189353942871097,55.36,64.56,10146
sh999999,2020-12-29,2,16.035737991333008,65.52,73.21,10161
sh999999,2020-12-29,2,15.693868637084961,60.44,69.37,10176
sh999999,2020-12-29,2,15.55195140838623,67.22,74.49,10191
sh999999,2020-12-29,2,15.598750114440918,65.98,74.76,10206
sh999999,2020-12-29,2,15.186050415039062,61.87,72.43,10221
sh999999,2020-12-29,2,15.271642684936525,59.53,70.78,10236
sh999999,2020-12-29,2,15.559255599975586,42.52,55.01,10251
sh999999,2020-12-29,2,15.482208251953125,63.42,72.47,10266
sh999999,2020-12-29,2,14.877315521240234,49.32,61.51,10281
sh600030,2020-12-29,2,27.331247329711914,6.8,8.0,3
sh600600,2020-12-29,2,103.95549011230469,53.26,59.12,3
sh600648,2020-12-29,2,14.721760749816895,73.19,76.47,3
sh600585,2020-12-29,2,53.15676498413086,76.49,78.86,3
sh600529,2020-12-29,2,51.67419815063477,80.83,83.22,3
sh600547,2020-12-29,2,24.40702247619629,63.47,66.39,3
sh600030,2020-12-29,2,28.60582733154297,60.0,67.73,303
sh600600,2020-12-29,2,100.19866943359376,65.51,73.9,303
sh600648,2020-12-29,2,14.149767875671387,67.17,73.87,303
sh600585,2020-12-29,2,52.45441436767578,58.52,66.84,303
sh600529,2020-12-29,2,52.23504638671875,63.52,71.37,303
sh600547,2020-12-29,2,23.695741653442386,49.03,57.64,303
sh600587,2020-12-29,2,14.51177215576172,59.04,69.59,300
sh600058,2020-12-29,2,7.175663948059082,52.57,59.5,300
sh600030,2020-12-29,2,28.77096748352051,66.4,74.0,603
sh600600,2020-12-29,2,100.16470336914062,58.19,69.77,603
sh600648,2020-12-29,2,14.13896656036377,65.12,72.23,603
sh600585,2020-12-29,2,52.2617416381836,57.2,64.6,603
sh600529,2020-12-29,2,52.631080627441406,51.93,62.18,603
sh600547,2020-12-29,2,23.70266342163086,58.19,63.19,603
sh600587,2020-12-29,2,14.47835636138916,48.08,60.68,600
sh600058,2020-12-29,2,7.087890148162843,44.52,53.12,600
sh600547,2020-12-29,2,24.050464630126953,65.56,71.94,903
