stock,fc_date,t+1_low,reachability,t+1_low+0.5%,reachability2,df_epochs,t+2_high,t+2_high.1,reality,t+2_high*99.5%,reality_2,ht_epochs
sh600030,2020-12-30,28.21,43.33,28.35,55.07,200,29.1,,49.73,28.95,58.8,300
sh600600,2020-12-30,96.78,64.85,97.26,73.64,200,101.58,,63.12,101.07,72.3,300
sh600648,2020-12-30,13.86,48.84,13.93,59.92,200,14.17,,63.47,14.1,70.31,300
sh600585,2020-12-30,50.42,55.01,50.67,65.3,200,52.22,,52.64,51.96,63.98,300
sh600529,2020-12-30,48.22,58.46,48.46,67.38,200,51.42,,52.33,51.17,62.45,300
sh600587,2020-12-30,14.19,42.41,14.26,52.67,200,14.46,,48.7,14.39,59.64,300
sh600058,2020-12-30,7.26,51.46,7.3,60.89,200,7.45,,48.68,7.41,56.87,300
sh600547,2020-12-30,23.52,42.72,23.63,53.4,200,23.93,,59.22,23.81,65.88,300
sh600685,2020-12-30,23.77,53.01,23.89,62.46,200,24.83,,55.59,24.7,61.89,300
