stock,fc_date,t+1_low,reachability,t+1_low+0.5%,reachability2,df_epochs,t+2_high,t+2_high.1,reality,t+2_high*99.5%,reality_2,ht_epochs
sh600030,2021-01-04,28.57,57.66,28.71,66.98,200,29.6,,57.52,29.46,66.58,300
sh600600,2021-01-04,99.8,45.94,100.29,57.12,200,105.47,,69.64,104.94,76.03,300
sh600648,2021-01-04,13.66,61.48,13.73,73.22,200,14.12,,65.98,14.05,72.27,300
sh600585,2021-01-04,51.3,58.44,51.56,68.21,200,52.78,,56.46,52.51,66.75,300
sh600529,2021-01-04,48.24,48.8,48.48,58.91,200,49.95,,57.85,49.7,66.09,300
sh600587,2021-01-04,14.07,48.84,14.14,56.77,200,14.52,,60.88,14.45,69.9,300
sh600685,2021-01-04,27.13,45.92,27.27,55.94,200,29.73,,58.66,29.58,67.1,300
sh600058,2021-01-04,7.28,66.85,7.32,74.34,200,7.72,,66.71,7.68,73.37,300
sh600547,2021-01-04,24.26,51.87,24.38,60.75,200,25.06,,60.61,24.94,65.19,300
