stock,fc_date,t+1_low,reachability,t+1_low+0.5%,reachability2,df_epochs,t+2_high,t+2_high.1,reality,t+2_high*99.5%,reality_2,ht_epochs
sh600030,2020-12-28,27.4,64.93,27.54,74.0,200,28.18,,46.93,28.04,55.73,300
sh600600,2020-12-28,95.76,59.47,96.24,68.67,200,101.02,,62.13,100.51,71.2,300
sh600648,2020-12-28,13.78,45.14,13.84,57.46,200,14.05,,44.46,13.98,56.36,300
sh600585,2020-12-28,49.46,50.86,49.71,61.43,200,50.9,,68.43,50.65,75.03,300
sh600529,2020-12-28,49.66,50.73,49.91,61.12,200,52.99,,58.32,52.72,68.04,300
sh600547,2020-12-28,23.68,52.08,23.8,60.83,200,24.31,,59.03,24.18,65.0,300
sh600587,2020-12-28,14.29,57.81,14.36,65.75,200,14.92,,65.07,14.85,72.74,300
