forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2020-12-31,1,23.839012,3.849468339467421e-05,2.6939386409660804,55.5923.9664.33
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2020-12-30,1,23.767424,3.4575292374938726e-05,2.669448018418625,53.0123.8962.46
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2020-12-31,1,25.062286,3.5023731470573694e-05,2.710018365578726,66.9525.1972.53
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2020-12-31,1,25.06733,3.2559681130805984e-05,2.6972610378032553,65.9525.1971.82
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-04,1,27.133335,3.2194380764849484e-05,2.671314704758115,45.9227.2755.94
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-05,1,27.63011,3.720537279150449e-05,2.7159772095642984,51.527.7758.8
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-05,1,28.252363,3.170170748489909e-05,2.6702343754889446,48.0728.3956.94
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-06,1,28.817005,3.312800981802866e-05,2.6823432698613034,52.7928.9659.37
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-07,1,31.104656,3.401513822609559e-05,2.691500431792811,47.0731.2655.22
forecast_day,days_in_future,T+1 lowest,LOSS,MAE,Reachabilitylow + 0.5%Reachability_2
2021-01-08,1,31.447075,3.2772008125903085e-05,2.6633909507701174,40.4331.651.71
