forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2020-12-30,1,23.928179,2.8569982532644644e-05,8.08439382677898,59.2223.8165.88
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2020-12-31,1,24.780375,3.440592990955338e-05,8.150772966290825,65.8824.6671.84
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-04,1,25.06374,3.24222601193469e-05,8.184213519236074,60.6124.9465.19
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-05,1,25.181416,3.061696043005213e-05,8.11976490331348,50.0725.0657.28
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-05,1,25.307943,2.9394881494226865e-05,8.046935706473889,49.3825.1856.87
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-06,1,25.547749,2.9393286240519956e-05,8.094384653619493,62.9725.4268.65
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-07,1,25.210402,2.8539167033159174e-05,8.070969385718929,65.2425.0870.36
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-08,1,24.528757,3.079772795899771e-05,8.139063982097433,58.0324.4163.57
