forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-05,1,76.53081,0.0001640205446165055,23.79014162734151,55.7776.1564.62
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-05,1,76.694176,0.00015769431774970144,23.78621416144073,56.5476.3167.31
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-06,1,76.48344,0.00019135867478325963,23.82970565535128,56.9276.165.77
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-07,1,74.302505,0.00015753830666653812,23.783360759317876,57.6973.9368.46
forecast_day,days_in_future,T+2_highest,LOSS,MAE,Reachabilityhighest * 99.5%Reachability_2
2021-01-08,1,72.96187,0.0001581095566507429,23.765894931703805,57.6972.667.69
