,Unnamed: 0,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300
0,2019-05-10,32.8,39.36,32.8,39.36,996352.5,25373,65536,3.6322471317054235,46.484228403594805
1,2019-05-13,43.3,43.3,43.3,43.3,359476.59375,8302,65536,-1.6544920854052458,-30.142450959399728
2,2019-05-14,47.63,47.63,47.63,47.63,953362.0625,20016,65536,-0.6427292278254337,-1.043022148938999
3,2019-05-15,52.39,52.39,52.39,52.39,3868006.0,73831,65536,2.2479184670040957,7.670847022473871
4,2019-05-16,57.63,57.63,52.62,53.11,537523328.0,9885354,65536,0.4526319461027217,5.534138617545259
5,2019-05-17,51.01,51.44,47.81,48.05,345327328.0,6985405,65536,-2.5427622089979507,10.48955104907201
6,2019-05-20,46.4,46.5,44.37,44.97,194801632.0,4316318,65536,-0.8487815038533686,-15.172655233427546
7,2019-05-21,45.62,45.88,44.7,45.4,141431472.0,3122028,65536,1.3541416168434406,1.8900305466573952
8,2019-05-22,45.36,45.36,43.15,43.74,170816320.0,3881692,65536,-0.4745307872302207,-11.418175634364502
9,2019-05-23,43.01,43.03,41.33,41.4,143131472.0,3397453,65536,-1.7926332692128508,1.5777469144489409
10,2019-05-24,41.41,42.75,41.36,41.59,117247928.0,2792411,65536,0.27762586636010944,-18.983137373191504
11,2019-05-27,41.8,42.35,41.06,42.2,101021728.0,2416302,65536,1.2045376762356286,34.46858731198024
12,2019-05-28,41.89,42.96,41.65,41.82,118243712.0,2790047,65536,0.9639282964918116,8.320588558002084
13,2019-05-29,41.36,43.29,41.33,42.45,118804760.0,2795826,65536,-0.22738041424082975,-20.808873877052992
14,2019-05-30,42.11,44.3,41.68,44.26,171928624.0,3995561,65536,-0.6203755004899114,0.9074136343054652
15,2019-05-31,44.26,47.0,44.26,45.5,257219520.0,5625332,65536,-0.3128106822513521,-5.286792574567057
16,2019-06-03,44.68,45.3,42.11,42.3,172734896.0,3967653,65536,0.06116056300777827,12.890182447392863
17,2019-06-04,42.28,42.28,40.55,40.95,105167960.0,2548771,65536,-0.9234556072257648,-13.528252384406445
18,2019-06-05,41.4,41.75,40.65,41.42,69952824.0,1697445,65536,-0.037793840159838776,1.773797412804612
19,2019-06-06,41.02,41.25,39.1,39.37,82801800.0,2066824,65536,-0.9015570833252328,-3.505805711557564
20,2019-06-10,39.79,40.14,39.32,39.75,39888112.0,1003886,65536,1.2921215929620589,7.997551581671768
21,2019-06-11,40.24,43.73,40.24,43.73,167639536.0,3869972,65536,3.0060320045198536,55.32634506189933
22,2019-06-12,46.0,47.99,44.71,44.79,392709344.0,8506611,65536,-0.757673528209768,-16.938582174089902
23,2019-06-13,43.81,44.8,42.8,43.61,198785776.0,4553484,65536,-0.1546964319579569,-19.170460551420145
24,2019-06-14,43.5,43.59,39.95,40.21,188472336.0,4538169,65536,-0.8278635368305642,5.6941639927982965
25,2019-06-17,40.4,41.2,40.3,40.39,71621416.0,1763024,65536,-0.0016416407652264375,-28.325647845619184
26,2019-06-18,40.39,41.78,40.13,41.35,99581896.0,2420184,65536,0.3502224459754455,-3.1303315834683487
27,2019-06-19,42.2,43.08,41.0,42.7,157576512.0,3743168,65536,1.3174756381522768,77.6654252390212
28,2019-06-20,42.38,43.11,41.95,42.9,139728784.0,3286483,65536,3.0296506402148538,34.456874583659165
29,2019-06-21,42.93,45.0,42.93,44.62,197715808.0,4511572,65536,0.1415690658531199,-9.022757717908746
30,2019-06-24,44.62,44.96,42.71,44.75,167980704.0,3831494,65536,0.1911871338622806,-34.85565136442893
31,2019-06-25,45.16,46.94,44.5,45.08,256647584.0,5618065,65536,-1.0402809487487177,23.97100649459421
32,2019-06-26,43.1,43.5,40.57,42.67,162141552.0,3818994,65536,-0.183620909633786,-34.056271131821305
33,2019-06-27,42.4,43.39,42.11,42.29,111079240.0,2605112,65536,1.0671185690227292,28.716687523556963
34,2019-06-28,42.2,45.88,42.03,44.8,228154208.0,5146139,65536,-0.2406892631205637,-19.51284623799847
35,2019-07-01,45.8,47.3,44.6,45.15,264902528.0,5792258,65536,2.8811242187479547,86.83207925749691
36,2019-07-02,45.15,47.56,44.57,46.7,271897696.0,5850493,65536,0.034554513556295234,-16.737252695170067
37,2019-07-03,45.9,49.66,45.41,45.8,261031344.0,5555555,65536,-1.1084103556615488,-15.069290290923275
38,2019-07-04,46.0,48.28,45.8,46.99,226169744.0,4814105,65536,-0.5247166453064556,-11.295698698957825
39,2019-07-05,46.0,48.39,45.51,47.42,236477024.0,5038594,65536,0.5189641372543852,-25.503476587042677
40,2019-07-08,47.2,47.38,43.62,44.3,179581248.0,3977262,65536,-2.3222541867872204,48.012736768474475
41,2019-07-09,44.2,44.8,42.68,43.32,126205216.0,2897692,65536,-0.2540240192069443,-31.674861701876896
42,2019-07-10,43.0,43.81,41.86,42.23,98555848.0,2300280,65536,-0.16846245712645036,-2.6840067783736155
43,2019-07-11,42.71,43.09,41.51,42.46,88097568.0,2075546,65536,-0.04014006770995948,3.402282957392333
44,2019-07-12,42.46,42.92,41.82,42.92,60139852.0,1413077,65536,0.6210999624856717,0.20448543601272465
45,2019-07-15,42.69,43.89,42.0,43.89,93136616.0,2157377,65536,0.4059095814090252,34.10710287459777
46,2019-07-16,43.56,44.13,43.41,43.74,79862040.0,1822869,65536,-0.4534293536670564,-20.230448187742727
47,2019-07-17,43.42,43.8,42.31,42.48,88484344.0,2069248,65536,-0.058053246122125035,17.90259205663771
48,2019-07-18,42.01,42.28,40.83,40.95,77177568.0,1865610,65536,-0.9525211320913328,-8.076409152662768
49,2019-07-19,41.1,41.63,41.03,41.13,43139784.0,1044701,65536,1.049782401019006,0.6739748112051913
50,2019-07-22,41.03,41.47,39.1,39.22,72817608.0,1827435,65536,-0.690133299719542,4.55829667386185
51,2019-07-23,39.2,40.08,39.2,39.98,38047920.0,957733,65536,0.2176281441052641,-22.5708145492765
52,2019-07-24,40.5,40.98,40.19,40.6,46593760.0,1146507,65536,0.7894646574720721,27.52267156276751
53,2019-07-25,40.68,41.49,40.63,41.01,52473392.0,1275116,65536,0.8178374430275692,3.07863639996373
54,2019-07-26,40.67,41.26,40.21,41.19,47395836.0,1157107,65536,0.1947510691833632,-11.18100104035168
55,2019-07-29,41.18,41.5,40.5,40.63,38967508.0,952596,65536,-0.11144024858951164,1.8677433031505155
56,2019-07-30,40.63,41.1,40.3,40.78,39076152.0,959189,65536,0.4164212678406054,10.976424160198329
57,2019-07-31,41.96,42.68,41.12,41.18,95069936.0,2270699,65536,-0.903284482936817,-12.720247465164425
58,2019-08-01,40.19,40.62,39.65,40.46,69413408.0,1731576,65536,-0.8314734470818985,2.38952818131406
59,2019-08-02,39.6,40.48,39.3,40.18,57000108.0,1428050,65536,-1.4731284853041982,28.796235069996513
60,2019-08-05,40.58,41.05,40.07,40.11,47410972.0,1171100,65536,-1.914640394509315,-6.470538569501116
61,2019-08-06,39.31,40.69,38.0,40.65,89215144.0,2263554,65536,-1.0708193563657489,28.1348275325358
62,2019-08-07,40.45,40.78,39.9,40.04,57622808.0,1427736,65536,-0.4097537902225668,-35.118074080992315
63,2019-08-08,39.76,40.9,39.56,40.7,56240512.0,1398960,65536,1.3215773879379222,5.008375246365349
64,2019-08-09,40.76,42.29,40.76,41.54,103201680.0,2488108,65536,-0.9745754628279536,-3.574733177291156
65,2019-08-12,41.63,41.97,39.63,41.25,80004840.0,1958594,65536,1.804581219915602,-3.7663428749766363
66,2019-08-13,40.76,40.76,39.78,40.06,52290288.0,1302536,65536,-0.9015706523208378,-6.8013476496294185
67,2019-08-14,40.6,40.67,40.07,40.07,44630016.0,1106400,65536,0.4542044602059647,19.21860125467216
68,2019-08-15,38.75,39.64,38.61,39.46,42819352.0,1091996,65536,0.3150119487290937,-2.854916729886725
