Unnamed: 0,open,high,low,adjclose,amount,volume,str07,pct_index,pct_vol
2005-01-04,994.76,994.76,980.65,982.79,4431975936.0,7412869,0,0.0,0.0
2005-01-05,981.57,997.32,979.87,992.56,4529206784.0,7119109,0,0.994108609163713,-3.962838139996805
2005-01-06,993.33,993.78,980.33,983.17,3921015040.0,6288028,0,-0.9460385266381821,-11.673946838010208
2005-01-07,983.04,995.71,979.81,983.95,4737467904.0,7298694,0,0.07933521161143098,16.07286099871057
2005-01-10,983.76,993.95,979.78,993.87,3762930944.0,5791697,0,1.008181310025913,-20.64748844108275
2005-01-11,994.18,999.55,991.09,997.13,3704076032.0,5849079,0,0.32801070562549217,0.9907631562908081
2005-01-12,996.65,996.97,989.25,996.74,3093297920.0,5014525,0,-0.03911225216370884,-14.268126657205348
2005-01-13,996.07,999.47,992.69,996.87,3842171904.0,6044065,0,0.01304251861067307,20.531156988947117
2005-01-14,996.61,1006.46,987.23,988.3,4162919936.0,7297842,0,-0.8596908323051156,20.74393640703731
2005-01-17,979.11,981.52,965.07,967.45,4249807104.0,7288188,0,-2.109683294546183,-0.1322856811643791
2005-01-18,967.37,974.87,960.29,974.68,4117944064.0,7311847,0,0.7473254431753507,0.32462115411950876
2005-01-19,974.33,974.33,965.25,967.21,3427951104.0,6338090,0,-0.766405384331259,-13.31752428627131
2005-01-20,963.21,963.21,952.23,956.24,4399349248.0,7727106,0,-1.1341900931545412,21.9153719811489
2005-01-21,954.46,984.27,943.43,982.6,8152086016.0,14450059,0,2.756630134694227,87.00479843294502
2005-01-24,1001.85,1001.85,986.23,998.13,8360160256.0,14359461,0,1.5805007123956827,-0.6269732185868571
2005-01-25,995.63,997.95,985.23,997.77,6157022208.0,9862529,0,-0.03606744612425494,-31.316857923845465
2005-01-26,995.78,999.47,988.47,989.92,4719438848.0,7663290,0,-0.7867544624512668,-22.298935698947
2005-01-27,987.34,987.7,973.77,974.63,4094396928.0,6945365,0,-1.544569258121864,-9.368365284362202
2005-01-28,974.63,975.62,965.2,969.2,3280950016.0,5748807,0,-0.5571345023239527,-17.22815143624561
2005-01-31,965.78,965.78,953.14,954.87,3863571968.0,6788706,0,-1.4785390012381439,18.088953064522784
2005-02-01,953.33,965.47,952.74,955.95,4275706112.0,7433066,0,0.11310440164629121,9.491646861714154
2005-02-02,956.7,1006.93,956.7,1006.91,10202902528.0,17057338,0,5.3308227417751874,129.47916781581114
2005-02-03,1005.56,1014.18,992.15,993.21,10057310208.0,16974540,0,-1.3605982659820604,-0.4854098570363119
2005-02-04,992.25,1021.02,989.93,1016.85,9549871104.0,15736215,0,2.3801612951943607,-7.295190326217971
2005-02-16,1023.32,1033.24,1018.48,1023.58,7438168064.0,12131293,0,0.6618478635000313,-22.90844399367955
2005-02-17,1024.43,1024.43,1010.47,1020.6,5513061888.0,8968297,0,-0.2911350358545506,-26.073032775648898
2005-02-18,1020.12,1021.19,1005.63,1006.05,4817732096.0,8139939,0,-1.4256319811875473,-9.236513911169531
2005-02-21,1006.69,1025.65,1006.69,1025.63,6052395008.0,9886094,0,1.9462253367128923,21.451696382491313
2005-02-22,1026.83,1048.67,1024.52,1046.74,10922774528.0,17937840,0,2.058247126156587,81.44516934595201
2005-02-23,1046.81,1049.6,1036.62,1043.93,11231938560.0,18696928,0,-0.26845252880370873,4.231769265418794
2005-02-24,1042.25,1045.95,1034.73,1045.46,8993752064.0,14681788,0,0.1465615510618523,-21.47486474783451
2005-02-25,1046.27,1059.48,1045.98,1046.76,11489958912.0,18170004,0,0.12434717731906186,23.758795590836755
2005-02-28,1046.2,1048.27,1035.03,1039.98,8190099968.0,12971046,0,-0.6477129427949091,-28.612861064862727
2005-03-01,1039.35,1042.73,1031.16,1035.93,6288790016.0,9962090,0,-0.3894305659724151,-23.19748152924599
2005-03-02,1036.36,1045.76,1021.0,1021.32,8971308032.0,14225135,0,-1.4103269525933215,42.79267703865352
2005-03-03,1019.87,1028.4,1014.75,1027.71,5582812160.0,9203085,0,0.6256609094113408,-35.30405862580566
2005-03-04,1027.92,1031.84,1022.17,1023.66,5383865856.0,8173641,0,-0.3940800420352164,-11.185857785731635
2005-03-07,1024.48,1031.34,1024.48,1029.87,5316471808.0,7932949,0,0.6066467381747875,-2.944734176605013
2005-03-08,1033.78,1049.28,1032.85,1048.98,9851274240.0,14295793,0,1.8555740044860158,80.20780166366883
2005-03-09,1051.26,1054.64,1041.98,1046.54,9877621760.0,15327488,0,-0.23260691338252704,7.216773494132145
2005-03-10,1046.68,1046.68,1019.63,1022.41,8380547072.0,13295953,0,-2.3056930456552105,-13.25419403362117
2005-03-11,1021.08,1028.11,1016.93,1027.42,7654557184.0,11476381,0,0.4900186813509455,-13.685156678878151
2005-03-14,1027.17,1041.56,1014.92,1031.02,10229429248.0,14466088,0,0.35039224465165386,26.050956307567684
2005-03-15,1030.85,1030.93,1011.64,1013.52,8091209216.0,12007493,0,-1.6973482570658227,-16.995576136409507
2005-03-16,1011.85,1012.19,995.96,1003.06,7153743872.0,10622782,0,-1.0320467282342816,-11.53205752441413
2005-03-17,1001.96,1004.82,992.12,992.86,6535059968.0,9969011,0,-1.0168883217354874,-6.15442357755247
2005-03-18,991.88,996.39,975.7,978.66,6314991104.0,9652059,0,-1.4302117116209767,-3.179372557618809
2005-03-21,977.29,983.17,973.0,981.89,4594520064.0,7252565,0,0.330043120184742,-24.85991848993049
2005-03-22,981.7,982.13,959.56,964.02,6955307008.0,11375717,0,-1.819959465927956,56.850948595427965
2005-03-23,962.81,975.36,955.99,959.01,7092055040.0,10930053,0,-0.5196987614364823,-3.9176783318361386
2005-03-24,957.43,965.06,948.53,964.8,6446642176.0,9260714,0,0.6037476147276788,-15.272926855889901
2005-03-25,964.24,966.97,959.05,962.95,4258127104.0,7107322,0,-0.19174958540629783,-23.252980277762603
2005-03-28,961.65,961.65,948.8,960.69,4141656064.0,6669246,0,-0.23469546705435773,-6.163728053970264
2005-03-29,960.41,968.11,954.74,955.19,4842148864.0,7577379,0,-0.5725051785695712,13.616726688444247
2005-03-30,952.71,952.71,936.37,937.03,5459378176.0,8950163,0,-1.9011924329191188,18.116871282273195
2005-03-31,934.84,942.36,928.33,942.2,4555320832.0,7859445,0,0.551743273961347,-12.186571350711716
2005-04-01,941.43,989.9,937.55,978.14,10109403136.0,16347504,0,3.814476756527263,107.9981983460664
2005-04-04,968.49,974.06,956.12,962.16,7296500224.0,11435093,0,-1.6337129654241722,-30.049914653637643
2005-04-05,960.54,967.74,953.58,955.59,6069514240.0,9534536,0,-0.6828386131204733,-16.62038953246817
2005-04-06,955.59,977.85,948.94,973.66,9727653888.0,14282421,0,1.8909783484548637,49.79670746431708
2005-04-07,975.97,1000.26,974.3,984.73,13260560384.0,20754212,0,1.136947188957138,45.31298300197144
2005-04-08,984.66,1003.7,979.53,1003.45,9151349760.0,14762526,0,1.9010287083769173,-28.869734972351637
2005-04-11,1003.88,1008.73,992.77,995.42,10436232192.0,15936066,0,-0.8002391748467841,7.949452553038694
2005-04-12,993.71,993.71,978.2,978.7,6479563264.0,10226193,0,-1.6796929939121075,-35.829877963607835
2005-04-13,987.95,1006.5,987.95,1000.9,10029601792.0,16071687,0,2.2683151118831013,57.16197611369158
2005-04-14,1004.64,1006.42,985.58,986.97,7813424640.0,12945710,0,-1.3917474273154151,-19.450210796165955
2005-04-15,982.61,982.61,971.93,974.08,6541675520.0,10408955,0,-1.3060174068107444,-19.595333125799975
2005-04-18,970.91,970.91,958.65,963.77,5329138688.0,8598400,0,-1.0584346254927768,-17.394205278051444
2005-04-19,962.92,968.87,957.91,965.89,5768907776.0,9212623,0,0.2199694947964792,7.143456922218094
2005-04-20,964.15,964.15,946.2,950.87,5300003840.0,8850705,0,-1.555042499663517,-3.928501144570884
2005-04-21,948.86,955.55,938.59,943.98,6140645888.0,9946145,0,-0.7245995772292679,12.376867153520532
2005-04-22,942.91,947.91,934.96,939.1,6373550592.0,10691884,0,-0.5169601050869721,7.497769236221674
2005-04-25,935.99,935.99,920.16,930.07,6667302912.0,11470478,0,-0.9615589394100676,7.282102948367197
2005-04-26,928.43,939.7,924.66,937.08,7029372928.0,11690471,0,0.7537067102476147,1.917906123877322
2005-04-27,938.57,938.91,925.9,926.6,6432845824.0,10780611,0,-1.1183676953942068,-7.782919952498069
2005-04-28,923.53,945.5,914.83,942.07,8315813888.0,14343486,0,1.6695445715519064,33.04891531658085
2005-04-29,940.81,942.45,929.81,932.4,6853192192.0,11235419,0,-1.026463001687783,-21.668839778558713
2005-05-09,934.65,937.39,909.17,909.17,4889696256.0,8529115,0,-2.4914199914199964,-24.08725477883824
2005-05-10,905.54,913.39,892.31,913.08,5960910848.0,10494331,0,0.43006258455515756,23.041265125396947
2005-05-11,911.84,917.22,900.44,901.85,5128333312.0,9042047,0,-1.2299031848249875,-13.838747796310214
2005-05-12,899.97,900.06,883.51,885.82,6107326976.0,10228720,0,-1.7774574485779238,13.12394195694846
2005-05-13,883.51,898.51,875.58,887.54,6228419584.0,11244906,0,0.19417037321352026,9.934635027647643
2005-05-16,885.39,885.39,869.33,875.27,4630088704.0,8224288,0,-1.3824729026297389,-26.86210093708209
2005-05-17,873.08,888.28,868.21,881.46,4635198464.0,8772273,0,0.7072103465216584,6.663008396593106
2005-05-18,881.14,890.4,871.82,883.2,4615409152.0,7878610,0,0.1973997685657869,-10.187359650115768
2005-05-19,882.84,888.02,871.29,884.17,4263472640.0,8149583,0,0.1098278985507184,3.439350342255798
2005-05-20,883.51,891.02,879.18,882.76,3835476224.0,7226676,0,-0.1594715948290415,-11.324591699967957
2005-05-23,880.28,880.28,862.1,863.34,3725790976.0,7279795,0,-2.199918437627435,0.7350405636007418
2005-05-24,861.2,871.77,855.59,868.46,4777971712.0,9206929,0,0.5930456135473827,26.47236632350225
2005-05-25,867.66,876.3,861.66,868.45,3742173184.0,7238556,0,-0.0011514635101184112,-21.37925686187001
2005-05-26,867.76,872.84,854.96,857.33,3470051072.0,6622786,0,-1.2804421670792765,-8.506807158775864
2005-05-27,855.59,864.96,848.4,849.51,4240678656.0,7749983,0,-0.9121341840364949,17.019982225003183
2005-05-30,847.63,858.46,842.1,855.61,3712116224.0,6971583,0,0.7180609998705068,-10.04389299950722
2005-05-31,856.56,863.2,853.29,855.95,3601006592.0,7047821,0,0.03973773097556421,1.0935536448465122
2005-06-01,855.21,857.66,836.04,837.53,4274074880.0,7902302,0,-2.151994859512829,12.124045148138695
2005-06-02,835.47,835.49,812.99,818.38,5220786176.0,9508657,0,-2.286485260229487,20.32768426213021
2005-06-03,816.55,823.86,807.97,818.03,4164754432.0,7936056,0,-0.04276741855862021,-16.538623698383482
2005-06-06,816.73,839.15,807.78,839.0,4685006336.0,9009185,0,2.5634756671515824,13.5221954078953
2005-06-07,841.58,858.09,835.18,837.28,7248577536.0,13067068,0,-0.2050059594755682,45.04162141192572
2005-06-08,848.54,908.83,844.47,905.77,17414543360.0,32907839,0,8.180059239442006,151.83797160923933
2005-06-09,907.57,925.36,895.04,912.6,17782386688.0,33141840,0,0.7540545613124783,0.7110798129284612
2005-06-10,911.94,911.94,889.1,894.56,12006754304.0,22391502,0,-1.9767696690773717,-32.437360146570015
2005-06-13,895.0,900.18,877.69,892.96,7944060416.0,15628002,0,-0.17885888034340214,-30.205655699202318
2005-06-14,895.39,905.41,882.86,883.54,7692070400.0,14343570,0,-1.0549184733918748,-8.218785741133129
2005-06-15,881.21,881.25,865.14,866.83,6272310272.0,11454056,0,-1.891255630758082,-20.145012713013564
2005-06-16,866.66,879.49,861.83,879.24,6115269120.0,11049685,0,1.4316532653461334,-3.530373869308834
2005-06-17,883.6,888.08,876.04,880.34,8285455872.0,14963009,0,0.12510804785952345,35.41570642059027
2005-06-20,881.62,906.48,872.56,906.26,10290889728.0,18992082,0,2.9443169684440162,26.926890172959194
2005-06-21,906.31,906.31,894.39,896.17,6890936832.0,12774784,0,-1.1133670249155903,-32.7362634596881
2005-06-22,894.77,901.24,891.93,900.65,5882401280.0,10478134,0,0.49990515192430696,-17.977994774706175
2005-06-23,900.06,904.9,892.83,893.57,5465028608.0,9509308,0,-0.7860989285515929,-9.24616921295337
2005-06-24,892.06,898.67,888.4,898.3,4732186112.0,8918739,0,0.5293373770381526,-6.210430874675632
