Unnamed: 0,open,high,low,adjclose,amount,volume,str07,pct_index,pct_vol
2005-06-27,904.21,920.65,904.21,916.04,8903493632.0,16545402,0,1.974841367026614,85.5127950262924
2005-06-28,913.48,913.48,901.21,903.72,5536098304.0,10402219,0,-1.3449194358324923,-37.129245937934904
2005-06-29,906.75,907.57,898.08,898.9,5751997952.0,10806746,0,-0.533351037932106,3.888852945703225
2005-06-30,897.1,897.1,876.88,878.69,5597946368.0,10855472,0,-2.2483034820335868,0.4508850305170453
2005-07-01,875.93,875.93,858.37,859.49,5086726656.0,10094596,0,-2.1850709579032457,-7.009147091899825
2005-07-04,855.32,856.1,842.81,855.93,4026099456.0,8840276,0,-0.41419911808165955,-12.425658243281855
2005-07-05,853.68,856.74,845.36,849.68,4529674240.0,7992688,0,-0.7301998995244974,-9.587800199903263
2005-07-06,850.25,854.45,838.61,842.56,3627265536.0,6898313,0,-0.8379625270690139,-13.692202172785928
2005-07-07,841.75,848.02,839.28,844.73,2901826560.0,5962464,0,0.2575484238511283,-13.566345858762862
2005-07-08,842.62,842.62,827.23,829.49,3447787008.0,7221000,0,-1.804126762397451,21.10764945499042
2005-07-11,837.86,850.66,822.52,824.1,4092653568.0,8439005,0,-0.6497968631327677,16.86753912200527
2005-07-12,821.91,854.29,818.86,851.82,7519245312.0,14989870,0,3.3636694575901016,77.6260352968152
2005-07-13,850.47,851.95,841.86,846.23,4674024448.0,9398842,0,-0.656241929046042,-37.29870906151954
2005-07-14,844.94,856.09,843.18,849.59,4742557184.0,9361968,0,0.39705517412524927,-0.39232492683672904
2005-07-15,849.87,854.6,837.78,841.0,4203939584.0,8889563,0,-1.0110759307430661,-5.046001011753088
2005-07-18,839.22,840.01,829.68,832.99,3767754752.0,8500006,0,-0.9524375743162894,-4.382183916127258
2005-07-19,831.5,840.14,829.28,835.61,3622924800.0,7891817,0,0.3145295861895159,-7.15515965518142
2005-07-20,835.3,844.71,832.14,842.64,3953440000.0,8526473,0,0.8413015641268062,8.041950288507692
2005-07-21,842.75,843.99,835.76,843.99,4118496768.0,8366100,0,0.16021076616348218,-1.8808832209988857
2005-07-22,847.54,867.16,842.99,859.69,10210013184.0,21630976,0,1.8602116138816793,158.55507345118994
2005-07-25,858.33,860.95,854.28,856.86,5762384896.0,11816079,0,-0.3291884283869839,-45.37426790173499
2005-07-26,856.19,880.03,856.19,876.48,10513581056.0,21826775,0,2.2897556193543833,84.72096369700981
2005-07-27,876.94,894.03,876.04,894.01,9688109056.0,20409537,0,2.000045637093817,-6.493116825550271
2005-07-28,893.88,901.0,888.5,890.89,10326374400.0,20622527,0,-0.34898938490620646,1.0435807534487473
2005-07-29,889.41,892.29,883.38,888.16,6409061888.0,13397405,0,-0.3064351378958108,-35.035095359555115
2005-08-01,887.72,897.28,885.85,891.61,5451576832.0,11808309,0,0.38844352368943014,-11.86122237851286
2005-08-02,892.13,903.65,888.4,903.6,6441958912.0,14292547,0,1.3447583584751177,21.03805041009683
2005-08-03,905.18,919.28,903.76,909.57,11911777280.0,25786298,0,0.6606905710491384,80.4177939733205
2005-08-04,907.42,909.83,901.63,904.15,6682690048.0,14519255,0,-0.5958859680948225,-43.69391449676103
2005-08-05,904.04,923.81,903.94,923.8,9585685504.0,19123764,0,2.173311950450696,31.713121644326804
2005-08-08,926.57,933.15,923.57,927.47,11135756288.0,21608944,0,0.3972721368261656,12.995245078322437
2005-08-09,926.97,933.39,919.11,933.09,9704541184.0,19532907,0,0.6059495185828156,-9.60730427178672
2005-08-10,933.26,940.37,926.28,940.37,10214863872.0,21515762,0,0.7802034101747957,10.151356375167309
2005-08-11,940.78,953.99,939.39,953.99,14042061824.0,27073666,0,1.4483660686750888,25.831778581674225
2005-08-12,954.72,959.27,933.98,938.32,14457552896.0,29168144,0,-1.6425748697575404,7.736218656165739
2005-08-15,937.71,954.5,936.11,954.5,10503460864.0,20430813,0,1.724358427828454,-29.95504616269037
2005-08-16,955.27,959.34,939.92,945.06,12606080000.0,23861817,0,-0.9889994761655418,16.793281794513028
2005-08-17,943.41,953.34,930.33,953.01,10910460928.0,21457768,0,0.8412164307028069,-10.074878203952364
2005-08-18,954.16,956.84,919.12,920.67,15916424192.0,31855326,0,-3.3934586205811135,48.45591582498236
2005-08-19,918.09,927.32,910.08,923.04,10881501184.0,22242679,0,0.25742122584639926,-30.175949227454147
2005-08-22,923.11,933.35,919.22,931.67,7745835008.0,16031009,0,0.9349540648292631,-27.926806838330943
2005-08-23,931.81,931.81,915.03,923.41,7508824576.0,15406488,0,-0.8865800122360934,-3.89570612804222
2005-08-24,923.56,935.23,923.56,930.65,7736512512.0,15959747,0,0.7840504218061373,3.59107799259637
2005-08-25,930.97,933.2,920.61,930.12,7604864512.0,16292057,0,-0.05694944393702661,2.082175864066005
2005-08-26,930.25,930.33,921.84,928.26,7186198528.0,15429803,0,-0.19997419687782791,-5.292480869665505
2005-08-29,928.34,928.34,913.77,917.37,7137708032.0,15462260,0,-1.173162691487295,0.2103526532386768
2005-08-30,916.09,920.21,912.84,914.88,5858436096.0,12438170,0,-0.2714281042545563,-19.55787834378674
2005-08-31,915.12,928.21,911.51,927.92,7034282496.0,14623629,0,1.425323539699197,17.570583132406135
2005-09-01,928.52,944.95,926.06,944.56,10558678016.0,22306383,0,1.7932580394861564,52.536576249301724
2005-09-02,945.98,947.92,941.31,947.87,8864773120.0,18614437,0,0.35042771237401293,-16.551074192530457
2005-09-05,949.08,952.98,944.63,952.72,8242226176.0,17843318,0,0.5116735417304064,-4.142585671540855
2005-09-06,953.41,956.3,934.97,936.61,10583985152.0,21222255,0,-1.6909480225039908,18.936707847722033
2005-09-07,934.99,952.9,932.65,952.76,9956808704.0,19608465,0,1.7243036055561989,-7.604234328538606
2005-09-08,954.27,958.87,947.71,955.28,11753260032.0,22424393,0,0.26449473109702026,14.360777347946406
2005-09-09,955.11,959.9,946.02,949.07,7924193792.0,16219310,0,-0.6500711833179684,-27.671130273180644
2005-09-12,949.78,952.55,945.4,949.51,5610130432.0,11672613,0,0.04636117462357703,-28.032616677281585
2005-09-13,949.58,963.92,948.13,963.77,7999031296.0,16579430,0,1.501827258270061,42.0370057672605
2005-09-14,964.97,970.26,961.64,970.19,9942628352.0,19958290,0,0.6661340361289625,20.379832117268215
2005-09-15,970.58,970.96,965.66,969.6,8098160640.0,16377679,0,-0.06081283047650876,-17.94046984987191
2005-09-16,969.62,970.37,964.28,967.49,6989327360.0,13978570,0,-0.21761551155116132,-14.648650764250537
2005-09-19,967.44,971.99,964.26,971.14,7427481600.0,14737421,0,0.37726488129075086,5.428674034611558
2005-09-20,971.38,971.65,957.12,961.92,9189438464.0,18636604,0,-0.9493996746092304,26.45770247046617
2005-09-21,961.37,961.37,943.82,944.41,8760459264.0,18541895,0,-1.820317697937457,-0.5081880797595972
2005-09-22,942.73,942.73,914.23,923.27,8625590272.0,18115524,0,-2.238434578202264,-2.299500671317578
2005-09-23,921.51,927.42,914.81,916.15,5549881856.0,11547643,0,-0.7711720298504199,-36.25553972383023
2005-09-26,915.84,919.65,913.61,918.48,4398425600.0,8836240,0,0.25432516509305003,-23.48014222469469
2005-09-27,918.87,921.13,903.39,904.21,5576097280.0,11086056,0,-1.5536538629039254,25.461236906195396
2005-09-28,903.33,910.33,901.38,903.72,4331475968.0,8850309,0,-0.054190951217081285,-20.167199227570197
2005-09-29,904.28,915.97,904.28,915.97,5798238208.0,11938977,0,1.3555083432921666,34.898984882900706
2005-09-30,916.59,918.66,913.45,917.39,4529466880.0,9001432,0,0.15502691136171087,-24.604662526780984
2005-10-10,917.21,917.21,906.88,907.32,3665624320.0,7158450,0,-1.097679285799924,-20.47432008595965
2005-10-11,906.63,919.8,904.04,919.72,4032539392.0,7758294,0,1.3666622580787324,8.37952350019906
2005-10-12,920.45,926.09,917.38,923.48,6653231104.0,12208851,0,0.40882007567519807,57.36515012192114
2005-10-13,923.43,926.01,916.28,916.5,6021814272.0,10828903,0,-0.7558366180101417,-11.302849055984055
2005-10-14,916.34,917.89,902.81,904.83,5568049152.0,10123940,0,-1.2733224222585826,-6.5100130641118525
2005-10-17,903.27,903.27,892.36,897.62,5516482048.0,10552505,0,-0.7968347645414098,4.2331839185139275
2005-10-18,897.37,903.0,895.62,902.37,5849997824.0,11366316,0,0.5291771573717075,7.712017194021703
2005-10-19,902.04,907.88,897.04,898.74,5474099200.0,11033047,0,-0.40227401176901045,-2.932075793071387
2005-10-20,898.89,900.13,889.57,899.91,6082545664.0,12608724,0,0.13018225515721848,14.281431049826953
2005-10-21,899.65,907.79,897.99,904.41,5645095936.0,11364588,0,0.5000500050005074,-9.867263332911403
2005-10-24,905.13,908.45,900.23,906.65,4674775552.0,9218982,0,0.2476752800168125,-18.879751734070783
2005-10-25,905.97,905.97,893.61,894.27,5687105024.0,11213401,0,-1.3654662769536197,21.63383115402546
2005-10-26,892.62,892.62,873.9,875.82,5911800832.0,12167122,0,-2.0631352947096393,8.505189460360874
2005-10-27,873.47,879.67,869.72,875.85,5881848320.0,11908588,0,0.0034253613756307644,-2.124857464238461
2005-10-28,875.86,880.21,859.69,867.73,5565266432.0,11973375,0,-0.9270993891648094,0.5440359511975634
2005-10-31,866.62,878.41,866.15,876.28,4954801664.0,10443651,0,0.9853295379899318,-12.776046853957212
2005-11-01,875.96,875.96,862.69,872.86,4762514432.0,10082745,0,-0.39028620988724727,-3.455745505092045
2005-11-02,873.39,884.94,873.39,882.48,6115386880.0,13104972,0,1.1021240519671016,29.974248084227064
2005-11-03,882.19,885.68,872.11,874.58,5843191808.0,12179182,0,-0.8952044238962897,-7.0644179934150175
2005-11-04,873.35,878.36,869.68,878.36,4570235904.0,9567310,0,0.43220745958059137,-21.445381143002873
2005-11-07,877.62,877.62,870.08,877.28,3758294528.0,7713259,0,-0.12295641878046215,-19.379020853301498
2005-11-08,876.43,881.9,870.96,881.52,4617261056.0,10128761,0,0.48331205544409617,31.316230921326515
2005-11-09,881.51,884.94,878.68,879.25,5544780288.0,11774405,0,-0.2575097558762063,16.247238926853935
2005-11-10,878.63,878.63,862.09,862.97,5071603712.0,10853770,0,-1.8515780494739786,-7.818951361024185
2005-11-11,861.22,867.33,857.79,864.79,4221479168.0,9219719,0,0.21089956777176067,-15.055146737032388
2005-11-14,864.08,864.25,858.34,862.15,2924317696.0,6271673,0,-0.3052764254905749,-31.975443069360352
2005-11-15,862.07,867.46,853.86,856.64,4158739968.0,8252477,0,-0.6390999246070894,31.583343072892987
2005-11-16,855.45,863.17,847.49,863.12,4185382400.0,9066137,0,0.7564437803511348,9.859585188786358
2005-11-17,863.08,865.79,859.0,862.66,4120494848.0,8811636,0,-0.05329502270832176,-2.807160315358126
2005-11-18,862.58,886.58,862.4,882.24,8353934336.0,17597802,0,2.269723877309726,99.71095038424194
2005-11-21,882.79,886.11,880.3,883.87,4897254400.0,10259963,0,0.18475698222706338,-41.6974744914166
2005-11-22,883.93,883.93,869.53,869.62,4500600832.0,10597235,0,-1.6122280425854507,3.2872633166415977
2005-11-23,868.01,876.82,866.19,876.23,3944070400.0,9916919,0,0.7601021135668518,-6.419750057444229
2005-11-24,875.83,885.74,874.88,881.49,6102429696.0,14629007,0,0.6002990082512483,47.51564472796439
2005-11-25,881.25,884.16,877.26,884.1,5127946752.0,13003545,0,0.29608957560494087,-11.111225799536495
2005-11-28,883.24,886.74,877.64,880.17,4239101696.0,9739734,0,-0.44451985069563493,-25.09939404985333
2005-11-29,879.25,879.25,870.56,871.31,3597357312.0,8414993,0,-1.0066237204176431,-13.601408416287342
2005-11-30,870.45,873.93,866.98,873.83,3676845312.0,8040737,0,0.28921968071067283,-4.447490330651494
2005-12-01,873.47,877.31,870.7,873.07,3355703040.0,7069234,0,-0.08697343876955532,-12.08226310598145
2005-12-02,872.93,875.83,866.37,869.94,3937214208.0,8492020,0,-0.35850504541445893,20.12645217289455
2005-12-05,869.43,869.43,858.86,859.61,4606547968.0,10286896,0,-1.1874382141297102,21.136031238739438
2005-12-06,858.11,867.19,855.72,866.08,4737134592.0,10303513,0,0.752666907085775,0.16153560802014688
2005-12-07,865.72,874.0,865.02,873.84,4368779264.0,9842954,0,0.8959911324588843,-4.469922054739972
2005-12-08,874.13,877.97,870.12,874.06,5018812928.0,10259173,0,0.025176233635448853,4.2285984471734706
2005-12-09,873.69,887.57,871.26,887.36,5793086976.0,12719525,0,1.5216346703887718,23.98197203614756
2005-12-12,887.06,890.69,884.26,888.52,5082260480.0,10699279,0,0.1307248467363742,-15.88303022321982
2005-12-13,888.0,889.22,880.74,889.1,5148218368.0,10547237,0,0.06527708999235493,-1.4210490258268815
2005-12-14,888.6,899.01,884.37,898.15,6757243392.0,13868375,0,1.0178832527274695,31.488227675172187
2005-12-15,898.38,904.01,895.17,896.43,7498123776.0,16259781,0,-0.19150475978400028,17.243591985362382
2005-12-16,895.83,902.75,894.1,902.56,5418465792.0,11452106,0,0.6838236114364848,-29.56789516414766
2005-12-19,902.05,904.47,898.79,902.91,4380561408.0,9936326,0,0.038778585357213124,-13.235818809221644
2005-12-20,902.75,907.32,899.66,907.32,4665761792.0,10294658,0,0.488420772834508,3.606282644108094
2005-12-21,907.05,910.93,902.11,903.14,4892865024.0,10273975,0,-0.46069743861042456,-0.20091002537432345
2005-12-22,902.37,909.06,900.66,908.75,4441384448.0,8947025,0,0.621166153641739,-12.915643653016485
2005-12-23,908.96,915.89,908.51,915.89,5799046656.0,11906998,0,0.7856946354882988,33.08332099217337
2005-12-26,916.67,925.01,916.41,922.38,7501782528.0,15342649,0,0.7086003777746264,28.85404868632715
2005-12-27,922.44,922.44,916.01,919.36,5640640000.0,12050358,0,-0.32741386413408513,-21.45842611663735
2005-12-28,919.05,920.98,915.12,920.92,5731256320.0,12131031,0,0.16968325791855143,0.6694655876613886
2005-12-29,921.14,932.03,921.14,932.03,8798040064.0,17254958,0,1.2064022933588214,42.238182393565715
2005-12-30,933.45,934.0,921.83,923.45,8517980160.0,15600250,0,-0.9205712262480792,-9.589753855094862
2006-01-04,926.56,941.43,926.41,941.43,11442608128.0,21126899,0,1.9470464020791445,35.42666944439994
2006-01-05,943.85,959.63,942.31,959.13,14693493760.0,27311743,0,1.880118543067466,29.27473643907703
2006-01-06,961.91,975.63,956.04,970.03,16170989568.0,30286368,0,1.136446571371974,10.891377382981382
2006-01-09,971.09,976.27,966.05,975.25,12626400256.0,24329552,0,0.5381276867725715,-19.668307536909012
2006-01-10,975.28,978.28,964.43,978.15,12344023040.0,22735302,0,0.2973596513714316,-6.552730605150481
2006-01-11,977.64,983.39,963.39,973.48,13488347136.0,26524138,0,-0.47743188672493275,16.664990858709515
2006-01-12,972.39,984.08,968.54,983.72,11028175872.0,21896680,0,1.051896289600207,-17.446214463218368
2006-01-13,985.04,988.11,973.68,978.81,11215633408.0,22281861,0,-0.4991257674948235,1.759084025523494
2006-01-16,977.89,977.89,960.88,961.44,9896152064.0,20305215,0,-1.774603855702317,-8.87109923179218
2006-01-17,959.4,965.98,952.23,964.29,8076119040.0,16037276,0,0.29643035446829114,-21.01893035853105
2006-01-18,964.16,984.67,963.08,983.62,10389841920.0,20823518,0,2.0045836833317843,29.84448231732122
2006-01-19,985.23,992.27,978.28,991.22,12714862592.0,26455609,0,0.7726561070332094,27.046779511511932
2006-01-20,991.57,994.5,987.06,993.34,12929890304.0,26147062,0,0.21387784750106498,-1.1662819782375822
2006-01-23,993.74,997.33,989.34,996.16,11459294208.0,22546019,0,0.28389071214287576,-13.772266268386101
