Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300
0,2009-11-06,98.0,98.0,87.66,87.91,2282198528.0,24992000,6000,0.5397884721965562,14.31227298198299
1,2009-11-09,88.51,91.98,88.51,90.12,847712832.0,9394755,8791,0.3666358504975653,-15.337197839057168
2,2009-11-10,90.84,91.27,88.58,88.78,561930048.0,6252078,9012,0.22856064008422994,8.00770097422574
3,2009-11-11,88.15,95.63,88.15,92.26,671044608.0,7261437,8878,-0.2314643042656828,-13.848789219988609
4,2009-11-12,92.14,94.5,91.99,93.0,376684672.0,4054831,9226,0.12358145934827648,10.101489238316221
5,2009-11-13,92.76,95.66,92.5,94.29,386918880.0,4108666,9300,0.535144386126829,14.065952607555163
6,2009-11-16,95.9,98.5,94.8,98.39,488403456.0,5045634,9429,3.043152055292841,35.025865700876714
7,2009-11-17,98.7,98.78,96.33,97.7,328964000.0,3378529,9839,0.07032930663577464,-20.921171695165864
8,2009-11-18,97.65,98.84,96.7,97.99,215025728.0,2200921,9770,0.051814185511323,-8.383787154524825
9,2009-11-19,98.01,99.92,97.64,99.11,313311680.0,3168212,9799,0.3363423254173936,6.403731958665148
10,2009-11-20,99.1,107.8,98.33,105.11,365693952.0,3557650,9911,-0.3138006391320114,-0.19943523334372548
11,2009-11-23,105.13,108.56,105.0,108.18,320477920.0,2990771,10511,0.9501488566542092,-0.8019039342495593
12,2009-11-24,107.96,109.68,103.8,104.6,479832160.0,4489525,10818,-3.2036469686346547,57.001111415620365
13,2009-11-25,105.51,115.06,105.0,113.8,576696512.0,5156057,10460,2.298426191066727,-22.338688706056164
14,2009-11-26,113.83,115.99,108.5,108.9,501746016.0,4491427,11380,-3.963489391480679,11.587940765147975
15,2009-11-27,106.85,112.0,106.2,109.99,383374528.0,3514873,10890,-2.962329700467892,-30.174361238619127
16,2009-11-30,111.48,116.5,109.33,115.1,392333568.0,3445576,10999,3.8184661686144317,-5.464319445295562
17,2009-12-01,114.9,116.8,113.7,115.19,308752512.0,2680854,11510,1.3999037494980993,20.260888361512386
18,2009-12-02,115.39,117.0,114.02,116.8,273827040.0,2372389,11519,1.0250419143851277,-3.4147483005559254
19,2009-12-03,116.88,121.73,116.08,117.9,290245120.0,2442366,11680,-0.17929964723836234,-8.233853753955312
20,2009-12-04,116.6,118.25,109.01,112.89,510935968.0,4504133,11790,1.4651004767633369,49.06982631375836
21,2009-12-07,115.0,116.3,113.51,114.36,214126672.0,1861048,11289,0.6954870193139007,-31.987673742682155
22,2009-12-08,114.57,114.88,110.0,112.08,184204608.0,1647741,11436,-1.2213703006135446,-9.081537314120324
23,2009-12-09,111.5,112.48,110.21,110.7,118423088.0,1066069,11208,-1.9188635824305635,-17.3851058508385
