,Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300,adjclose_8,true_adjclose_8,buy_profit,sell_profit
59.0,59,2005-04-06,2.62,2.72,2.6,2.68,1042341.0,393684,262,1.8909783484548641,49.79670746431707,2.4399383,2.54,0.0,0.24006169319152848
66.0,66,2005-04-15,2.65,2.65,2.5,2.51,1288708.0,503673,265,-1.3060174068107444,-19.595333125799968,2.351615,2.36,0.0,0.15838504791259744
68.0,68,2005-04-19,2.56,2.56,2.47,2.55,911274.0,360800,254,0.2199694947964792,7.1434569222180935,2.2974958,2.41,0.0,0.25250415802001935
78.0,78,2005-05-10,2.28,2.44,2.25,2.4,2695785.0,1144187,226,0.4300625845551576,23.041265125396947,2.2971323,2.54,-0.10286774635314933,0.0
79.0,79,2005-05-11,2.38,2.48,2.34,2.4,2677531.0,1106303,240,-1.2299031848249875,-13.838747796310216,2.3280566,2.29,0.0,0.07194342613220206
80.0,80,2005-05-12,2.38,2.51,2.36,2.51,3808277.0,1548670,240,-1.7774574485779238,13.123941956948464,2.3531234,2.34,0.0,0.15687657356262186
81.0,81,2005-05-13,2.5,2.52,2.43,2.51,2595820.0,1051882,251,0.19417037321352024,9.934635027647644,2.3720937,2.36,0.0,0.13790632247924783
84.0,84,2005-05-18,2.46,2.52,2.44,2.51,1695804.0,684296,248,0.1973997685657869,-10.187359650115768,2.4267335,2.46,0.0,0.08326650619506815
93.0,93,2005-06-01,2.44,2.46,2.37,2.4,1718883.0,713820,246,-2.151994859512829,12.124045148138695,2.341271,2.64,-0.05872907638549796,0.0
95.0,95,2005-06-03,2.41,2.46,2.4,2.46,1346516.0,553421,242,-0.04276741855862021,-16.538623698383482,2.2704692,2.42,0.0,0.18953081130981442
99.0,99,2005-06-09,2.6,2.69,2.57,2.63,5593452.0,2116035,264,0.7540545613124783,0.7110798129284612,2.5654986,2.48,0.0,0.06450140953063954
100.0,100,2005-06-10,2.65,2.68,2.58,2.61,3368779.0,1285883,263,-1.976769669077372,-32.43736014657001,2.5021558,2.46,0.0,0.10784421920776355
107.0,107,2005-06-21,2.55,2.56,2.47,2.48,1548555.0,620190,254,-1.1133670249155905,-32.736263459688104,2.4257996,2.48,0.0,0.0
123.0,123,2005-07-13,2.27,2.28,2.23,2.24,988287.0,439600,227,-0.656241929046042,-37.29870906151954,2.2651334,2.12,0.0,-0.025133380889892365
124.0,124,2005-07-14,2.25,2.32,2.24,2.29,2174744.0,950877,224,0.3970551741252493,-0.3923249268367289,2.2390318,2.19,0.0,0.05096820831298832
128.0,128,2005-07-20,2.25,2.29,2.18,2.22,3678411.0,1638469,225,0.8413015641268062,8.041950288507692,2.291121,2.28,0.0711210060119627,0.0
132.0,132,2005-07-26,2.14,2.22,2.12,2.19,3948401.0,1824194,212,2.289755619354384,84.72096369700981,2.453271,2.43,0.2632709121704102,0.0
148.0,148,2005-08-17,2.51,2.65,2.51,2.64,10730294.0,4138532,253,0.8412164307028069,-10.074878203952364,2.3711174,2.65,-0.26888264656066907,0.0
152.0,152,2005-08-23,2.45,2.47,2.39,2.44,2279845.0,937051,246,-0.8865800122360934,-3.895706128042221,2.3085198,2.64,-0.13148015975952143,0.0
168.0,168,2005-09-14,2.79,2.8,2.73,2.79,9321785.0,3373639,280,0.6661340361289625,20.37983211726821,2.690415,2.61,0.0,0.09958509445190433
171.0,171,2005-09-19,2.8,2.84,2.77,2.82,4709332.0,1677389,279,0.3772648812907509,5.428674034611559,2.8789375,2.61,0.0,-0.058937482833862465
172.0,172,2005-09-20,2.82,2.83,2.75,2.79,6496585.0,2324724,282,-0.9493996746092304,26.45770247046617,2.7131877,2.57,0.0,0.07681230545043949
174.0,174,2005-09-22,2.73,2.73,2.54,2.59,4567803.0,1731759,273,-2.238434578202264,-2.299500671317578,2.5483322,2.65,-0.04166778564453111,0.0
176.0,176,2005-09-26,2.59,2.63,2.57,2.61,1451247.0,558751,260,0.25432516509305003,-23.480142224694692,2.608365,2.66,-0.0016349411010740944,0.0
177.0,177,2005-09-27,2.62,2.64,2.51,2.52,2439131.0,946549,261,-1.5536538629039254,25.4612369061954,2.5897229,2.6,0.06972287178039549,0.0
188.0,188,2005-10-19,2.63,2.79,2.62,2.72,7334194.0,2700819,265,-0.4022740117690105,-2.932075793071387,2.5926096,2.39,0.0,0.12739035606384297
193.0,193,2005-10-26,2.6,2.63,2.48,2.49,3135959.0,1237200,261,-2.06313529470964,8.505189460360874,2.4113588,2.47,0.0,0.07864116668701193
200.0,200,2005-11-04,2.38,2.42,2.35,2.41,1673582.0,698793,238,0.43220745958059137,-21.44538114300288,2.2937443,2.39,0.0,0.11625567436218276
209.0,209,2005-11-17,2.39,2.43,2.35,2.39,1122909.0,469843,239,-0.05329502270832176,-2.8071603153581264,2.3236666,2.38,0.0,0.06633342742919934
219.0,219,2005-12-01,2.35,2.39,2.34,2.35,686468.0,291572,236,-0.08697343876955532,-12.08226310598145,2.2529182,2.3,0.0,0.09708175659179696
221.0,221,2005-12-05,2.3,2.3,2.22,2.23,1209696.0,537404,230,-1.1874382141297102,21.13603123873944,2.215058,2.3,-0.014941911697387678,0.0
223.0,223,2005-12-07,2.25,2.27,2.24,2.26,580015.0,257202,225,0.8959911324588843,-4.469922054739972,2.2216928,2.37,-0.0383071994781492,0.0
225.0,225,2005-12-09,2.24,2.3,2.24,2.3,790591.0,346040,227,1.5216346703887718,23.981972036147557,2.255509,2.31,-0.04449110031127912,0.0
232.0,232,2005-12-20,2.35,2.37,2.32,2.37,1312243.0,559000,237,0.488420772834508,3.606282644108094,2.3355575,2.38,-0.034442539215088,0.0
235.0,235,2005-12-23,2.32,2.38,2.32,2.37,1341743.0,569738,233,0.7856946354882988,33.08332099217337,2.36398,2.45,-0.006019945144653427,0.0
237.0,237,2005-12-27,2.37,2.39,2.36,2.38,1575547.0,662900,239,-0.32741386413408513,-21.45842611663735,2.3455575,2.47,-0.03444254875183095,0.0
246.0,246,2006-01-11,2.47,2.47,2.41,2.43,2340169.0,959687,247,-0.4774318867249328,16.664990858709515,2.4042976,2.48,-0.025702409744262855,0.0
253.0,253,2006-01-20,2.51,2.51,2.46,2.48,2157501.0,869310,252,0.21387784750106492,-1.1662819782375822,2.485302,2.54,0.005301971435546893,0.0
255.0,255,2006-01-24,2.48,2.5,2.45,2.47,2468066.0,995300,248,0.294129457115333,7.327111717594128,2.488778,2.59,0.01877811431884746,0.0
263.0,263,2006-02-14,2.54,2.59,2.53,2.59,3310802.0,1290759,254,0.670796134198004,-16.252333655484527,2.4767787,2.55,0.0,0.11322125434875474
264.0,264,2006-02-15,2.58,2.59,2.54,2.56,3033741.0,1180895,259,0.30138753815489583,33.565068747837635,2.5366046,2.53,0.0,0.02339535713195806
265.0,265,2006-02-16,2.56,2.56,2.45,2.46,3277257.0,1310826,256,-2.067853234260708,5.5488587522879005,2.4876184,2.52,0.027618446350097692,0.0
285.0,285,2006-03-17,2.62,2.63,2.58,2.62,3833941.0,1475793,262,-0.3503240497460092,1.4717262638525908,2.58113,2.58,0.0,0.03886997222900401
295.0,295,2006-03-31,2.57,2.6,2.55,2.56,1798947.0,699209,258,0.5172266798025626,1.1979378620160075,2.676922,3.29,0.11692208290100092,0.0
310.0,310,2006-04-21,3.19,3.29,3.17,3.2,6744024.0,2084320,321,1.3029143673195964,7.6209829415363695,3.5638242,3.35,0.3638241767883299,0.0
