Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300,adjclose_2,true_adjclose_2,buy_profit,sell_profit
59,2005-04-07,3.8,3.97,3.8,3.91,1941598.0,494354,382,1.136947188957138,45.31298300197144,3.9156313,4.03,0.005631294250488139,0.0
66,2005-04-18,3.83,3.87,3.69,3.73,1041550.0,279426,382,-1.0584346254927768,-17.394205278051444,3.7685857,3.69,0.0,-0.03858568191528322
68,2005-04-20,3.71,3.73,3.62,3.69,1467775.0,400509,375,-1.5550424996635168,-3.928501144570884,3.7505875,3.62,0.0,-0.0605874633789063
78,2005-05-11,3.38,3.62,3.33,3.56,5729071.0,1632313,344,-1.2299031848249875,-13.838747796310216,3.5099273,3.54,0.0,0.050072727203369194
79,2005-05-12,3.6,3.64,3.38,3.51,4853898.0,1375401,356,-1.7774574485779238,13.123941956948464,3.468455,3.52,-0.04154492378234842,0.0
80,2005-05-13,3.44,3.61,3.44,3.54,2966419.0,838077,351,0.19417037321352024,9.934635027647644,3.5264647,3.6,-0.013535299301147496,0.0
81,2005-05-16,3.56,3.57,3.47,3.52,1958976.0,558381,354,-1.3824729026297389,-26.86210093708209,3.524245,3.72,0.004245023727416974,0.0
93,2005-06-01,3.57,3.57,3.48,3.53,1434423.0,408129,359,-2.151994859512829,12.124045148138695,3.518776,3.59,-0.011224060058593555,0.0
95,2005-06-03,3.61,3.62,3.53,3.59,3049520.0,852171,363,-0.04276741855862021,-16.538623698383482,3.5853496,3.53,0.0,0.004650440216064311
96,2005-06-06,3.54,3.58,3.39,3.57,2770519.0,797100,359,2.5634756671515824,13.5221954078953,3.5660465,3.81,-0.003953523635864098,0.0
99,2005-06-09,3.8,3.85,3.71,3.79,6776519.0,1793847,381,0.7540545613124783,0.7110798129284612,3.9005487,3.72,0.0,-0.1105486965179443
100,2005-06-10,3.81,3.85,3.71,3.75,3909885.0,1035800,379,-1.976769669077372,-32.43736014657001,3.7794895,3.67,0.0,-0.029489517211914062
