,Unnamed: 0,open,high,low,adjclose,amount,volume,str07,adjclose_10,true_adjclose_10,buy_profit,sell_profit
51.0,2000-03-29,9.65,9.75,9.1,9.41,20245826.0,2147800,961,9.155618,9.49,-0.2543822860717775,0.0
53.0,2000-03-31,9.8,9.82,9.59,9.73,26259582.0,2705900,980,9.421862,9.8,-0.3081383514404301,0.0
55.0,2000-04-04,9.8,9.8,9.31,9.37,27649404.0,2901200,982,9.518714,9.67,0.14871395111084063,0.0
57.0,2000-04-06,9.45,9.65,9.45,9.62,13666832.0,1434000,944,9.677683,9.64,0.057682876586914844,0.0
58.0,2000-04-07,9.72,10.0,9.6,9.7,18446632.0,1888400,962,9.734724,9.48,0.0,-0.0347240447998054
65.0,2000-04-18,9.9,9.99,9.6,9.67,16772542.0,1733500,990,9.618842,8.83,0.0,0.051157875061035085
66.0,2000-04-19,9.68,9.8,9.51,9.66,17735250.0,1848000,967,9.55315,8.67,0.0,0.10684982299804702
78.0,2000-05-12,8.66,8.82,8.66,8.74,4259323.0,487800,870,8.965809,9.03,0.2258088684082029,0.0
83.0,2000-05-19,8.82,8.87,8.6,8.82,16314520.0,1872600,882,8.897368,9.26,0.07736843109130831,0.0
84.0,2000-05-22,8.86,9.05,8.75,8.98,13900943.0,1566800,882,8.985302,9.19,0.005301971435546449,0.0
86.0,2000-05-24,9.0,9.09,8.91,8.99,10262213.0,1139900,893,8.964579,9.66,-0.02542137145996115,0.0
89.0,2000-05-29,9.1,9.1,8.98,9.03,10775397.0,1193300,903,8.936935,9.18,-0.09306457519531186,0.0
96.0,2000-06-07,9.36,9.75,9.15,9.66,52660892.0,5529200,929,9.41104,9.22,0.0,0.24895969390869155
108.0,2000-06-23,9.15,9.2,9.1,9.19,6304104.0,689300,915,9.246564,9.69,0.05656391143798878,0.0
118.0,2000-07-10,9.45,9.75,9.44,9.69,24303320.0,2519800,944,9.558571,10.31,-0.13142913818359325,0.0
130.0,2000-07-26,10.4,10.44,10.22,10.34,18030604.0,1749800,1036,10.027006,10.48,-0.31299385070800767,0.0
132.0,2000-07-28,10.41,10.85,10.41,10.75,69590136.0,6525500,1038,10.451434,10.92,-0.2985658645629883,0.0
142.0,2000-08-11,11.2,11.35,10.9,10.92,50814400.0,4577500,1116,10.743009,10.95,-0.17699138641357415,0.0
144.0,2000-08-15,11.18,11.27,10.8,10.97,25796180.0,2336100,1110,10.529435,11.14,-0.44056484222412173,0.0
145.0,2000-08-16,11.0,11.03,10.8,10.92,16184715.0,1488400,1097,10.505167,10.88,0.0,0.41483299255371087
149.0,2000-08-22,11.38,11.45,11.0,11.0,32261038.0,2850300,1134,10.817858,10.05,0.0,0.1821422576904297
151.0,2000-08-24,10.85,10.85,10.5,10.71,18793392.0,1755100,1070,10.4794035,9.76,0.0,0.23059650421142663
153.0,2000-08-28,11.0,11.36,11.0,11.24,38055444.0,3396400,1095,10.870912,10.0,0.0,0.3690884017944338
174.0,2000-09-26,9.21,9.4,9.21,9.3,2086553.0,224100,920,9.431648,9.16,0.0,-0.13164825439453054
179.0,2000-10-10,9.3,9.52,9.27,9.48,3898971.0,413800,930,9.4100065,9.73,-0.06999347686767621,0.0
193.0,2000-10-30,9.8,9.94,9.71,9.86,14150492.0,1438700,960,9.689744,11.08,-0.17025600433349553,0.0
194.0,2000-10-31,9.92,9.92,9.61,9.66,7478786.0,769300,986,9.645478,11.23,-0.014521751403808736,0.0
196.0,2000-11-02,9.73,9.75,9.63,9.69,5439150.0,561900,969,9.624968,11.7,-0.06503242492675732,0.0
197.0,2000-11-03,9.7,9.74,9.58,9.61,4517611.0,467900,969,9.585001,12.02,-0.02499900817871037,0.0
199.0,2000-11-08,9.9,10.88,9.81,10.88,33261506.0,3271700,990,10.197329,11.7,-0.682671432495118,0.0
200.0,2000-11-09,10.51,11.37,10.38,11.11,139612992.0,12846000,1088,10.890812,11.63,-0.2191880798339838,0.0
208.0,2000-11-21,12.02,12.12,11.66,11.69,47055960.0,3949400,1202,11.239491,10.83,0.0,0.45050853729247997
209.0,2000-11-22,11.71,11.82,11.48,11.7,36095616.0,3105600,1169,11.052675,10.58,0.0,0.6473247528076165
213.0,2000-11-28,10.88,11.06,10.88,11.03,13686383.0,1246900,1087,11.11347,10.5,0.0,-0.08347007751464908
217.0,2000-12-04,10.94,11.08,10.8,11.08,9762216.0,890000,1095,10.741047,10.58,0.0,0.33895309448242195
221.0,2000-12-08,10.42,10.72,10.42,10.56,8055234.0,763000,1042,10.367645,10.89,-0.1923547363281255,0.0
225.0,2000-12-14,10.64,10.68,10.42,10.45,4554933.0,432300,1064,10.213872,10.57,-0.23612804412841726,0.0
236.0,2000-12-29,10.8,10.8,10.61,10.67,3447070.0,323600,1057,10.766554,10.75,0.09655387878417976,0.0
246.0,2001-01-15,11.18,11.18,10.75,10.75,13355400.0,1223800,1119,10.760967,9.68,0.0,-0.010967254638671875
252.0,2001-02-06,10.0,10.11,9.8,10.1,11224606.0,1127500,1004,10.314098,9.42,0.0,-0.21409835815429723
253.0,2001-02-07,10.25,10.25,10.0,10.0,7534813.0,747000,1010,10.334391,9.36,0.0,-0.33439064025878906
255.0,2001-02-09,9.5,9.8,9.5,9.65,8357916.0,866800,951,10.059039,9.26,0.0,-0.40903911590576136
256.0,2001-02-12,9.66,9.7,9.5,9.68,6456744.0,671200,965,10.033395,9.25,0.0,-0.35339481353759794
263.0,2001-02-28,9.42,9.46,9.31,9.36,4243763.0,453000,942,9.476901,9.3,0.0,-0.11690105438232479
264.0,2001-03-01,9.36,9.42,9.35,9.41,3868101.0,412300,936,9.393219,9.95,-0.016781005859375142,0.0
267.0,2001-03-06,9.2,9.2,9.05,9.07,11247394.0,1232700,925,9.260291,10.07,0.19029109954833956,0.0
269.0,2001-03-08,8.91,8.96,8.85,8.89,54280920.0,6103600,894,10.259812,10.2,1.3698123550415033,0.0
270.0,2001-03-09,8.9,8.93,8.8,8.88,47396672.0,5356900,889,9.750526,9.93,0.8705264282226555,0.0
276.0,2001-03-19,10.04,10.2,9.93,10.14,68788104.0,6810700,1004,10.102264,10.11,0.0,0.03773559570312557
285.0,2001-03-30,10.15,10.2,10.03,10.17,23232250.0,2298600,1015,9.654056,10.34,-0.5159444046020507,0.0
310.0,2001-05-11,9.95,10.03,9.78,9.88,8161289.0,826200,995,9.811265,10.42,-0.06873500823974688,0.0
319.0,2001-05-24,10.2,10.38,10.15,10.25,39655836.0,3860400,1019,10.033568,10.61,-0.2164316177368164,0.0
320.0,2001-05-25,10.25,10.44,10.1,10.42,55222760.0,5349100,1025,10.116967,10.54,-0.3030327987670898,0.0
338.0,2001-06-21,10.18,10.38,10.15,10.32,8145480.0,792700,1013,10.046544,10.21,0.0,0.27345592498779325
343.0,2001-06-28,10.53,10.6,10.35,10.38,13890579.0,1325200,1053,9.984932,10.19,0.0,0.39506805419921953
353.0,2001-07-12,10.2,10.24,10.15,10.19,5457976.0,535600,1021,10.246048,9.85,0.0,-0.056047973632813
