,Unnamed: 0,open,high,low,adjclose,amount,volume,str07,adjclose_15,true_adjclose_15,buy_profit,sell_profit
310.0,2001-05-11,9.95,10.03,9.78,9.88,8161289.0,826200,995,9.605599,10.9,-0.2744005966186531,0.0
319.0,2001-05-24,10.2,10.38,10.15,10.25,39655836.0,3860400,1019,10.152414,10.29,-0.09758567810058594,0.0
320.0,2001-05-25,10.25,10.44,10.1,10.42,55222760.0,5349100,1025,10.297215,10.14,0.0,0.1227845382690429
338.0,2001-06-21,10.18,10.38,10.15,10.32,8145480.0,792700,1013,10.359087,10.19,0.0,-0.03908699035644503
343.0,2001-06-28,10.53,10.6,10.35,10.38,13890579.0,1325200,1053,10.346321,10.08,0.0,0.03367889404296953
353.0,2001-07-12,10.2,10.24,10.15,10.19,5457976.0,535600,1021,10.107711,9.16,0.0,0.08228916168212841
354.0,2001-07-13,10.18,10.25,10.16,10.17,6855509.0,672800,1019,9.915177,9.17,0.0,0.254822654724121
355.0,2001-07-16,10.31,10.39,10.1,10.13,9931191.0,976700,1017,9.778803,8.49,0.0,0.3511971282958992
359.0,2001-07-20,10.12,10.25,10.08,10.22,10307841.0,1011900,1008,9.473168,8.95,0.0,0.7468316268920905
362.0,2001-07-25,10.0,10.1,9.99,10.05,8160202.0,813200,1000,9.550555,8.99,0.0,0.499444770812989
371.0,2001-08-07,8.45,8.75,8.31,8.69,7915369.0,923600,849,8.925478,8.36,0.0,-0.2354779815673833
375.0,2001-08-13,9.0,9.03,8.87,9.02,6221854.0,691800,895,9.18026,8.43,0.0,-0.16025970458984418
376.0,2001-08-14,9.02,9.07,8.8,8.89,5995260.0,669300,902,9.346961,8.62,0.0,-0.4569610214233393
383.0,2001-08-23,8.76,8.76,8.6,8.69,3151839.0,363500,877,8.814313,8.26,0.0,-0.12431293487548878
385.0,2001-08-27,8.6,8.6,8.2,8.3,7518130.0,898200,866,8.628207,8.08,0.0,-0.3282072067260735
387.0,2001-08-29,8.48,8.48,8.23,8.34,3769401.0,452100,836,8.632272,8.19,0.0,-0.2922717666625978
390.0,2001-09-03,8.55,8.55,8.41,8.43,3177477.0,376300,857,8.67831,8.11,0.0,-0.24831039428710966
398.0,2001-09-13,8.3,8.39,8.25,8.26,2612001.0,314500,830,8.481588,7.34,0.0,-0.22158836364746115
403.0,2001-09-20,8.28,8.32,8.19,8.24,2635765.0,318400,819,8.305412,7.200000000000001,0.0,-0.06541229248046854
408.0,2001-09-27,8.09,8.18,8.0,8.07,2637530.0,327300,809,8.106663,7.42,0.0,-0.03666275024414034
413.0,2001-10-11,7.57,7.65,7.34,7.34,4197795.0,563500,760,7.864793,7.58,0.524792823791504,0.0
425.0,2001-10-29,7.45,7.55,7.45,7.53,3427707.0,457100,743,8.019133,7.79,0.48913261413574194,0.0
430.0,2001-11-05,7.58,7.66,7.42,7.6,2806398.0,371800,757,7.7948008,7.82,0.19480075836181676,0.0
432.0,2001-11-07,7.6,7.6,7.19,7.2,4629815.0,631600,761,7.69331,8.08,0.4933097839355467,0.0
436.0,2001-11-13,7.34,7.46,7.22,7.42,3134745.0,426900,737,7.6224008,8.21,0.20240076065063484,0.0
440.0,2001-11-19,7.6,7.82,7.6,7.79,4627633.0,597100,765,7.848328,8.12,0.05832811355590817,0.0
444.0,2001-11-23,7.85,7.86,7.75,7.83,5360730.0,686500,785,7.991517,7.71,0.0,-0.16151706695556634
446.0,2001-11-27,7.81,8.05,7.8,7.99,10453886.0,1311600,782,7.977845,7.8,0.0,0.012154808044433807
449.0,2001-11-30,7.95,8.05,7.95,8.04,7722518.0,965800,797,8.029806,7.63,0.0,0.01019386291503821
450.0,2001-12-03,8.05,8.1,8.03,8.07,10704314.0,1327000,804,8.126821,7.480000000000001,0.0,-0.05682056427001925
457.0,2001-12-12,8.0,8.0,7.9,7.91,4492563.0,566300,800,8.082447,7.31,0.0,-0.17244705200195298
458.0,2001-12-13,7.91,7.92,7.77,7.78,4983377.0,635200,791,7.982476,7.3,0.0,-0.2024762344360349
462.0,2001-12-19,7.85,7.85,7.75,7.75,2587157.0,331200,780,7.770904,7.080000000000001,0.0,-0.020904064178466797
463.0,2001-12-20,7.7,7.74,7.55,7.61,5253384.0,690600,775,7.689907,6.99,0.0,-0.07990707397460906
464.0,2001-12-21,7.6,7.63,7.54,7.63,2344293.0,309100,761,7.6213636,7.15,0.0,0.008636360168456925
468.0,2001-12-27,7.6,7.64,7.52,7.61,2873534.0,379000,756,7.576433,6.5200000000000005,0.0,0.03356681823730501
470.0,2001-12-31,7.61,7.67,7.6,7.65,1939155.0,253800,761,7.5565577,7.11,0.0,0.0934423446655277
478.0,2002-01-15,7.0,7.1,6.91,6.99,3177166.0,453300,708,7.5777874,7.280000000000001,0.587787399291992,0.0
489.0,2002-01-30,6.74,6.89,6.72,6.8,2628310.0,386600,679,7.5259924,7.6,0.7259923934936525,0.0
496.0,2002-02-08,7.5,7.6,7.35,7.36,29915488.0,3996500,731,7.982065,7.71,0.6220652008056637,0.0
501.0,2002-03-01,7.28,7.28,7.15,7.15,4231088.0,588700,730,7.8958564,7.9,0.7458563804626461,0.0
504.0,2002-03-06,7.4,7.62,7.37,7.6,23143328.0,3080000,737,7.732791,7.78,0.13279094696044957,0.0
505.0,2002-03-07,7.81,8.12,7.8,7.91,53030420.0,6709400,760,7.9613576,7.76,0.0,-0.05135759353637681
515.0,2002-03-21,7.98,8.06,7.9,8.0,14666394.0,1833800,793,8.019659,7.7,0.0,-0.019659042358398438
525.0,2002-04-04,7.1,7.66,7.1,7.59,3495360.0,461600,743,7.6477933,7.6,0.05779329299926772,0.0
528.0,2002-04-09,7.84,7.9,7.77,7.87,6945322.0,885400,780,7.777005,7.82,0.0,0.09299480438232433
530.0,2002-04-11,7.9,7.93,7.7,7.7,4684887.0,601300,788,7.7493567,7.94,0.04935674667358381,0.0
552.0,2002-05-20,7.48,7.49,7.3,7.4,4335762.0,591582,748,7.8634205,7.369999999999999,0.0,-0.46342048645019496
554.0,2002-05-22,7.65,7.85,7.48,7.76,9187433.0,1193131,763,7.9810767,7.39,0.0,-0.2210767173767092
557.0,2002-05-27,7.7,7.75,7.61,7.68,1391430.0,181430,766,7.892926,7.3,0.0,-0.21292621612548857
562.0,2002-06-03,7.5,7.5,7.31,7.38,4934847.0,665107,751,7.703201,8.31,0.3232008171081544,0.0
565.0,2002-06-06,7.12,7.56,7.06,7.45,5679798.0,776856,718,7.604994,8.55,0.1549938201904295,0.0
572.0,2002-06-17,7.3,7.31,7.24,7.3,1460583.0,200600,732,7.480267,8.52,0.18026704788208026,0.0
573.0,2002-06-18,7.28,7.43,7.28,7.39,1998386.0,270600,730,7.524495,8.36,0.13449512481689485,0.0
583.0,2002-07-03,8.46,8.5,8.38,8.44,7931731.0,941400,847,8.568974,8.51,0.12897354125976612,0.0
593.0,2002-07-17,8.55,8.69,8.53,8.67,18386380.0,2132000,859,8.292278,9.11,-0.37772171020507805,0.0
597.0,2002-07-23,8.5,8.6,8.45,8.48,16281482.0,1916200,862,9.119252,8.78,0.6392522048950191,0.0
599.0,2002-07-25,8.51,8.6,8.38,8.42,10483047.0,1240000,851,9.450408,8.82,1.0304079818725587,0.0
601.0,2002-07-29,8.42,8.55,8.4,8.55,5865342.0,691814,840,9.229046,8.81,0.6790458679199212,0.0
608.0,2002-08-07,9.1,9.18,9.06,9.11,15471249.0,1698020,910,9.389344,8.9,0.0,-0.279344215393067
611.0,2002-08-12,8.85,8.95,8.8,8.84,11232314.0,1267415,888,8.824792,8.81,0.0,0.015208091735839702
612.0,2002-08-13,8.8,8.84,8.73,8.78,6410096.0,730982,873,8.647332,8.84,-0.1326678085327142,0.0
614.0,2002-08-15,8.88,8.89,8.81,8.82,6247924.0,706371,886,8.743088,8.59,0.0,0.07691223144531278
620.0,2002-08-23,9.05,9.08,8.98,8.98,15732358.0,1746950,903,8.702895,8.42,0.0,0.27710483551025433
630.0,2002-09-06,8.52,8.58,8.46,8.48,11938630.0,1404734,859,8.803171,8.42,0.0,-0.32317115783691364
632.0,2002-09-10,8.39,8.46,8.39,8.42,3751239.0,445961,839,8.749495,8.11,0.0,-0.32949455261230476
633.0,2002-09-11,8.45,8.45,8.26,8.33,6322881.0,761743,842,8.764801,7.92,0.0,-0.43480102539062493
635.0,2002-09-13,8.4,8.44,8.35,8.42,2699999.0,321752,840,8.687089,7.95,0.0,-0.267088966369629
652.0,2002-10-16,8.0,8.1,7.96,7.97,4053439.0,503897,800,8.356743,8.55,0.386742858886719,0.0
655.0,2002-10-21,8.1,8.1,8.0,8.09,1579270.0,196240,804,8.380705,8.52,0.29070487976074233,0.0
674.0,2002-11-19,8.48,8.52,8.36,8.49,4564506.0,540385,847,8.289402,7.99,0.0,0.2005979919433596
677.0,2002-11-22,8.15,8.29,8.06,8.16,6687520.0,819571,815,8.326946,8.09,0.0,-0.16694625854492173
687.0,2002-12-06,8.1,8.11,8.02,8.06,2074795.0,256982,805,8.063768,7.95,0.0,-0.003768386840819815
694.0,2002-12-17,8.12,8.28,8.12,8.28,6770095.0,825450,812,8.024194,7.81,0.0,0.2558062362670892
696.0,2002-12-19,8.2,8.2,8.1,8.18,2903816.0,356392,816,7.961135,7.84,0.0,0.21886508941650362
699.0,2002-12-24,8.3,8.32,8.18,8.22,4528127.0,550569,826,8.011103,8.29,-0.20889732360839908,0.0
716.0,2003-01-17,8.46,8.52,8.35,8.5,16483791.0,1948657,846,8.308008,8.68,-0.19199180603027344,0.0
717.0,2003-01-20,8.5,8.51,8.4,8.48,9796982.0,1156522,850,8.36397,8.66,-0.11603019714355511,0.0
722.0,2003-01-28,8.61,8.61,8.5,8.54,4188995.0,490726,860,8.384289,8.64,-0.15571121215820227,0.0
725.0,2003-02-11,8.7,8.75,8.65,8.73,5636615.0,648423,874,8.327607,8.75,-0.402392845153809,0.0
737.0,2003-02-27,8.65,8.71,8.6,8.64,3762939.0,434189,865,8.180443,8.64,0.0,0.0
740.0,2003-03-04,8.75,8.78,8.66,8.75,4428914.0,507466,875,8.158845,8.77,-0.5911550521850586,0.0
743.0,2003-03-07,8.56,8.61,8.51,8.54,2553344.0,298700,860,8.184982,8.92,-0.35501770019531165,0.0
746.0,2003-03-12,8.44,8.53,8.42,8.51,3155324.0,372712,845,8.161715,9.14,-0.348285446166992,0.0
754.0,2003-03-24,8.79,8.84,8.71,8.75,10051517.0,1145840,872,8.227463,9.72,-0.5225372314453125,0.0
759.0,2003-03-31,8.93,9.17,8.93,9.12,22431150.0,2469645,892,8.74984,9.24,-0.37016021728515547,0.0
760.0,2003-04-01,9.14,9.16,9.05,9.12,16961424.0,1863141,912,8.899173,9.18,-0.22082721710205,0.0
763.0,2003-04-04,8.88,9.05,8.88,9.01,12775044.0,1423767,888,9.074573,8.71,0.0,-0.06457256317138693
766.0,2003-04-09,9.05,9.5,9.0,9.42,49432108.0,5303000,904,9.262967,9.02,0.0,0.15703289031982415
773.0,2003-04-18,9.38,9.62,9.35,9.42,31272664.0,3294579,932,9.548045,8.69,0.0,-0.12804515838623054
774.0,2003-04-21,9.42,9.42,9.08,9.24,15942646.0,1730807,942,9.433866,8.74,0.0,-0.19386554718017557
776.0,2003-04-23,9.17,9.18,9.0,9.02,14593298.0,1607821,918,9.224625,9.29,0.20462463378906293,0.0
777.0,2003-04-24,8.98,9.03,8.73,8.8,17833512.0,2000603,902,9.125264,9.35,0.3252641677856438,0.0
778.0,2003-04-25,8.8,8.87,8.68,8.71,10061340.0,1146364,880,8.995618,9.18,0.28561786651611243,0.0
795.0,2003-05-30,9.36,9.58,9.25,9.31,21446736.0,2283494,934,9.520876,8.77,0.0,-0.21087593078613232
801.0,2003-06-09,8.89,8.9,8.8,8.81,6442824.0,729400,890,8.893864,8.56,0.0,-0.08386367797851513
802.0,2003-06-10,8.81,8.9,8.8,8.82,3860906.0,436953,881,8.889111,8.56,0.0,-0.06911056518554659
805.0,2003-06-13,9.06,9.17,9.05,9.1,11419107.0,1253730,906,8.927795,8.7,0.0,0.17220458984374964
807.0,2003-06-17,9.0,9.02,8.91,8.97,6315482.0,702450,900,8.700482,8.88,0.0,0.26951763153076236
817.0,2003-07-01,8.59,8.68,8.55,8.56,3306183.0,384300,856,9.041717,9.3,0.4817165756225581,0.0
821.0,2003-07-07,8.77,8.88,8.73,8.85,8724002.0,991521,870,8.9671755,9.32,0.11717548370361364,0.0
832.0,2003-07-22,9.1,9.4,9.1,9.3,21221540.0,2285810,908,9.184808,9.11,0.0,0.11519222259521555
837.0,2003-07-29,9.32,9.38,9.28,9.35,8933106.0,957091,932,9.396433,8.82,0.0,-0.04643287658691442
838.0,2003-07-30,9.34,9.5,9.28,9.3,13723910.0,1462710,935,9.414482,8.85,0.0,-0.11448211669921804
841.0,2003-08-04,9.38,9.38,9.26,9.3,20110496.0,2158288,927,9.291266,8.78,0.0,0.008733558654785867
845.0,2003-08-08,9.12,9.15,9.09,9.11,7814848.0,857820,914,8.834411,8.99,0.0,0.27558933258056584
862.0,2003-09-03,8.88,8.98,8.85,8.9,4773322.0,536882,899,8.494182,8.73,0.0,0.4058183670043949
877.0,2003-09-24,8.66,8.75,8.66,8.73,4219642.0,483909,868,8.600532,9.28,-0.12946842193603558,0.0
882.0,2003-10-08,8.85,8.98,8.85,8.94,7691881.0,862464,889,8.499416,9.36,-0.4405836486816401,0.0
891.0,2003-10-21,8.97,9.1,8.88,9.06,7221783.0,800723,900,9.047225,9.0,0.0,0.012775001525879404
894.0,2003-10-24,9.04,9.09,8.75,8.82,16712742.0,1881200,904,8.772929,8.85,-0.047070808410644815,0.0
896.0,2003-10-28,8.9,9.38,8.8,9.37,38389804.0,4159460,887,8.99622,8.48,0.0,0.3737803649902336
906.0,2003-11-11,9.13,9.17,8.77,9.0,25775134.0,2893558,913,9.687953,8.98,0.0,-0.687952995300293
910.0,2003-11-17,8.85,8.96,8.75,8.78,8070372.0,914800,885,9.014388,9.09,0.23438808441162173,0.0
914.0,2003-11-21,8.78,8.87,8.6,8.62,13533723.0,1554830,877,8.66487,8.96,0.044870262145996875,0.0
921.0,2003-12-02,9.08,9.09,8.88,8.98,33777636.0,3777306,909,9.126383,9.07,0.14638282775878864,0.0
927.0,2003-12-10,9.01,9.17,9.0,9.15,23588978.0,2586254,901,9.642409,9.2,0.49240932464599574,0.0
946.0,2004-01-07,9.8,10.0,9.64,9.92,63406140.0,6477442,979,10.466163,10.77,0.5461626815795899,0.0
958.0,2004-02-04,10.48,10.78,10.35,10.56,48901800.0,4618970,1048,10.664772,9.92,0.0,-0.10477203369140575
961.0,2004-02-09,10.35,10.78,10.29,10.77,66443012.0,6326294,1030,10.692073,10.16,0.0,0.0779271316528316
964.0,2004-02-12,10.48,10.68,10.36,10.51,39112700.0,3729688,1047,10.225694,10.05,0.0,0.2843062973022459
970.0,2004-02-20,10.98,11.03,10.75,10.81,29331284.0,2703486,1100,10.424016,9.87,0.0,0.38598400115966847
973.0,2004-02-25,10.15,10.31,9.85,9.92,33186946.0,3287731,1014,10.32484,10.52,0.40483959197998054,0.0
976.0,2004-03-01,10.08,10.2,9.95,10.16,22039734.0,2184438,999,10.55066,10.52,0.39066013336181626,0.0
981.0,2004-03-08,10.14,10.16,9.86,9.86,20031284.0,2013985,1017,10.032947,10.63,0.1729465866088873,0.0
988.0,2004-03-17,10.31,10.6,10.25,10.52,43582248.0,4147244,1031,10.078639,11.42,-0.4413609695434566,0.0
995.0,2004-03-26,10.81,10.85,10.61,10.76,21638372.0,2016448,1081,10.870599,10.82,0.11059879302978537,0.0
997.0,2004-03-30,10.56,10.65,10.55,10.57,17157226.0,1620492,1063,10.835256,10.49,0.0,-0.26525562286376925
1004.0,2004-04-08,11.42,11.65,11.3,11.55,37448116.0,3251494,1142,10.841937,9.77,0.0,0.708062934875489
1007.0,2004-04-13,10.8,11.12,10.67,10.9,20342586.0,1870839,1084,10.422022,10.16,0.0,0.4779781341552738
1016.0,2004-04-26,10.7,10.88,10.65,10.88,9454761.0,878591,1070,10.111499,9.82,0.0,0.7685011672973641
1019.0,2004-04-29,9.99,10.19,9.75,9.77,18063464.0,1822550,1004,10.092971,9.32,0.0,-0.3229708480834965
1022.0,2004-05-11,9.95,10.16,9.9,10.16,4026042.0,399758,998,10.670001,9.65,0.0,-0.5100010299682616
1036.0,2004-05-31,9.44,9.49,9.32,9.45,3013019.0,321210,944,9.141251,9.06,0.0,0.3087493896484368
1039.0,2004-06-03,9.75,9.75,9.5,9.6,6526534.0,678200,976,9.371945,8.68,0.0,0.22805461883544886
1042.0,2004-06-09,9.59,9.59,9.27,9.29,4538559.0,482600,966,9.604975,9.01,0.0,-0.3149747467041024
1048.0,2004-06-17,9.3,9.38,8.99,9.02,5607873.0,614450,937,8.726325,9.42,-0.29367496490478473,0.0
1050.0,2004-06-21,8.6,8.88,8.6,8.85,3025415.0,344353,878,9.109296,9.1,0.25929584503173864,0.0
1051.0,2004-06-22,8.85,9.07,8.8,9.06,3518759.0,393788,885,9.227983,9.01,0.0,-0.16798347473144482
1053.0,2004-06-24,9.05,9.17,8.77,8.8,3083900.0,346700,900,9.028505,9.0,0.2285053253173821,0.0
1055.0,2004-06-28,8.7,8.88,8.65,8.75,2150480.0,246042,868,8.767033,9.31,0.017032623291015625,0.0
1079.0,2004-07-30,9.7,9.7,9.47,9.51,2474609.0,259600,970,9.152016,9.33,0.0,0.35798431396484354
1084.0,2004-08-06,9.45,9.56,9.29,9.43,5645414.0,603560,945,8.861815,9.06,0.0,0.5681845474243161
1092.0,2004-08-18,9.53,9.56,9.52,9.52,3080143.0,323020,954,8.676271,9.49,0.0,0.8437285614013668
1093.0,2004-08-19,9.5,9.52,9.31,9.37,7139986.0,761983,952,8.700534,9.45,-0.669466133117675,0.0
1097.0,2004-08-25,9.19,9.28,9.1,9.23,2378790.0,258587,917,8.834781,9.89,-0.3952193069458012,0.0
1098.0,2004-08-26,9.28,9.28,9.15,9.16,6384613.0,694700,923,8.884436,10.14,-0.2755643463134767,0.0
1101.0,2004-08-31,9.3,9.49,9.3,9.46,5942634.0,631117,925,9.013109,10.16,-0.44689079284668054,0.0
1122.0,2004-09-29,10.8,10.98,10.76,10.81,38560484.0,3564116,1080,10.397162,10.45,0.0,0.41283756256103565
1130.0,2004-10-18,10.45,10.55,10.15,10.46,7183981.0,692328,1039,9.798921,10.3,0.0,0.6610793685913094
1131.0,2004-10-19,10.5,10.61,10.28,10.51,19603868.0,1866091,1046,9.820449,10.14,0.0,0.6895511245727537
1136.0,2004-10-26,10.8,10.92,10.58,10.89,14627373.0,1357252,1080,9.909257,9.91,0.0,0.9807430648803717
1137.0,2004-10-27,10.83,10.88,10.39,10.45,43980992.0,4148669,1089,10.114856,9.74,0.0,0.33514423370361257
1141.0,2004-11-02,10.1,10.1,9.73,9.93,16605740.0,1685616,1010,10.0664,9.88,0.0,-0.13639957427978544
1142.0,2004-11-03,9.92,10.3,9.81,10.2,9265876.0,922687,993,10.058842,9.68,0.0,0.14115829467773366
1149.0,2004-11-12,10.19,10.2,9.9,10.18,12375672.0,1237313,1022,9.641673,9.53,0.0,0.5383269119262692
1152.0,2004-11-17,9.91,9.91,9.73,9.74,7183296.0,734400,991,9.372993,9.56,0.0,0.36700653076171896
1153.0,2004-11-18,9.78,9.95,9.78,9.87,8375722.0,850657,974,9.401131,9.52,0.0,0.46886932373046797
1156.0,2004-11-23,9.88,9.97,9.79,9.88,16843912.0,1709454,988,9.438185,9.3,0.0,0.4418152618408211
1165.0,2004-12-06,9.55,9.68,9.55,9.64,5067273.0,526033,953,9.94105,9.58,0.0,-0.3010495758056635
1166.0,2004-12-07,9.63,9.63,9.51,9.55,2481171.0,259558,964,9.926585,9.67,0.37658519744872976,0.0
1172.0,2004-12-15,9.4,9.59,9.27,9.49,4746309.0,505110,930,9.311539,9.5,-0.1784613037109377,0.0
1177.0,2004-12-22,9.46,9.6,9.45,9.6,2199591.0,230519,948,9.236735,9.24,0.0,0.3632646560668942
1185.0,2005-01-04,9.75,9.75,9.5,9.53,3331551.0,349199,968,9.403756,9.48,0.0,0.1262438583374017
1197.0,2005-01-20,9.03,9.15,9.03,9.14,2195841.0,241060,912,8.811379,9.75,-0.3286205673217779,0.0
1203.0,2005-01-28,9.43,9.43,9.35,9.37,958456.0,102310,941,9.175786,9.58,-0.1942139816284172,0.0
1210.0,2005-02-17,10.15,10.15,9.98,10.1,11915320.0,1189625,1014,9.460821,9.48,0.0,0.6391788482666012
1211.0,2005-02-18,10.1,10.1,9.74,9.75,13744109.0,1387700,1010,9.408339,9.57,0.0,0.3416614532470703
1215.0,2005-02-24,9.79,9.79,9.56,9.76,13907265.0,1440476,979,9.315401,9.22,0.0,0.444598922729492
1223.0,2005-03-08,9.78,9.78,9.61,9.69,9757562.0,1008400,968,9.106503,9.14,0.0,0.5834974670410151
1225.0,2005-03-10,9.65,9.65,9.4,9.48,17171772.0,1807450,966,9.022064,8.99,0.0,0.4579357910156254
1228.0,2005-03-15,9.38,9.4,9.13,9.18,17112208.0,1849290,940,9.191871,8.7,0.0,-0.011870689392090128
1229.0,2005-03-16,9.19,9.25,9.0,9.25,10604395.0,1163970,918,9.242982,8.72,0.0,0.007018089294433594
1231.0,2005-03-18,9.22,9.22,9.1,9.15,4564199.0,498806,922,9.269319,8.85,0.0,-0.11931858062744105
1242.0,2005-04-04,9.15,9.15,8.83,8.87,5677256.0,637204,916,8.633881,8.31,0.0,0.23611938476562422
1245.0,2005-04-07,8.71,9.0,8.7,8.83,16359643.0,1848128,872,8.78009,8.88,-0.04990966796875007,0.0
