,Unnamed: 0,open,high,low,adjclose,amount,volume,str07,adjclose_15,true_adjclose_15,buy_profit,sell_profit
53.0,2002-05-15,7.11,7.19,7.07,7.08,20867998.0,2932397,716,7.767143,6.830000000000001,0.0,-0.6871427726745605
65.0,2002-05-31,6.85,6.95,6.8,6.81,10817950.0,1575200,687,7.4053745,7.1,0.5953745269775395,0.0
66.0,2002-06-03,6.78,6.85,6.7,6.81,12130797.0,1788356,681,7.390532,7.8100000000000005,0.5805320167541508,0.0
77.0,2002-06-18,6.9,7.01,6.88,7.0,9731616.0,1394100,689,7.560014,8.06,0.5600137710571289,0.0
78.0,2002-06-19,7.01,7.03,6.9,6.91,4682209.0,674000,700,7.5334334,7.98,0.623433437347412,0.0
79.0,2002-06-20,6.95,7.02,6.92,6.94,4899607.0,704400,691,7.538352,7.94,0.598352012634277,0.0
82.0,2002-06-25,7.95,8.36,7.8,7.9,267020016.0,32860800,781,8.989381,7.849999999999999,0.0,-1.089380836486816
84.0,2002-06-27,7.94,8.39,7.85,8.24,145382192.0,17835600,788,9.065325,8.0,0.0,-0.8253247833251951
86.0,2002-07-01,8.16,8.2,8.01,8.06,52187552.0,6452200,817,8.959573,7.849999999999999,0.0,-0.8995727920532222
89.0,2002-07-04,8.16,8.17,7.97,8.0,33802228.0,4208900,813,8.83841,7.69,0.0,-0.8384103775024414
93.0,2002-07-10,8.03,8.09,7.94,7.98,31722876.0,3973800,806,8.872116,7.71,0.0,-0.8921160888671871
96.0,2002-07-15,7.88,7.9,7.78,7.84,25570894.0,3272300,792,8.644141,7.700000000000001,0.0,-0.80414119720459
99.0,2002-07-18,7.9,8.05,7.86,8.0,33595708.0,4207900,785,8.52884,7.700000000000001,0.0,-0.5288400650024414
108.0,2002-07-31,7.8,7.83,7.7,7.71,6643865.0,853811,778,8.542261,7.74,0.8322611236572266,0.0
128.0,2002-08-28,7.8,7.8,7.72,7.74,4027732.0,520000,780,8.277848,7.179999999999999,0.0,-0.5378482437133787
132.0,2002-09-03,7.63,7.69,7.6,7.61,5388641.0,707055,762,8.237553,7.28,0.0,-0.6275526428222653
135.0,2002-09-06,7.45,7.53,7.38,7.38,7495402.0,1011354,745,8.154015,7.21,0.0,-0.7740145874023439
145.0,2002-09-20,7.28,7.31,7.19,7.22,3386963.0,466300,731,7.8689604,7.050000000000001,0.0,-0.6489603805541995
151.0,2002-10-08,7.2,7.2,7.12,7.16,2438649.0,341249,721,7.8020725,6.95,0.0,-0.6420725250244139
168.0,2002-10-31,7.02,7.06,6.96,6.97,2008655.0,286400,700,7.603558,6.599999999999999,0.0,-0.6335580635070803
174.0,2002-11-08,7.3,7.3,7.06,7.08,15875494.0,2229715,723,7.7858367,6.71,0.0,-0.7058366966247558
179.0,2002-11-15,6.9,7.0,6.69,6.86,10005276.0,1460027,696,7.561936,6.61,0.0,-0.7019359016418454
193.0,2002-12-05,6.65,6.65,6.58,6.6,1422011.0,215517,669,7.2006316,6.5,0.0,-0.6006316184997562
194.0,2002-12-06,6.6,6.7,6.56,6.61,1373360.0,207300,660,7.203754,6.48,0.0,-0.5937539482116696
196.0,2002-12-10,6.55,6.59,6.48,6.5,5677108.0,870992,655,7.1633577,6.4,0.0,-0.6633577346801758
197.0,2002-12-11,6.45,6.52,6.45,6.5,4445069.0,684350,650,7.13194,6.11,0.0,-0.6319398880004883
199.0,2002-12-13,6.49,6.57,6.42,6.54,1837098.0,283719,651,7.102096,6.1,0.0,-0.5620960807800293
200.0,2002-12-16,6.55,6.62,6.48,6.58,4592397.0,700393,654,7.123195,6.06,0.0,-0.5431951713562011
209.0,2002-12-27,6.46,6.5,6.4,6.48,14741710.0,2292949,650,7.1812806,7.02,0.7012806129455562,0.0
